date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO
20220101,0,,,,,,,
20220101,1,,,,,,,
20220101,2,,,,,,,
20220101,3,,,,,,,
20220101,4,,,,,,,
20220101,5,,,,,,,
20220101,6,,,,,,,
20220101,7,,,,,,,
20220101,8,,,,,,,
20220101,9,,,,,,,
20220101,10,,,,,,,
20220101,11,,,,,,,
20220101,12,,,,,,,
20220101,13,,,,,,,
20220101,14,,,,,,,
20220101,15,,,,,,,
20220101,16,,,,,,,
20220101,17,,,,,,,
20220101,18,,,,,,,
20220101,19,,,,,,,
20220101,20,,,,,,,
20220101,21,,,,,,,
20220101,22,,,,,,,
20220101,23,,,,,,,
20220102,0,,,,,,,
20220102,1,,,,,,,
20220102,2,,,,,,,
20220102,3,,,,,,,
20220102,4,,,,,,,
20220102,5,,,,,,,
20220102,6,,,,,,,
20220102,7,,,,,,,
20220102,8,,,,,,,
20220102,9,,,,,,,
20220102,10,,,,,,,
20220102,11,,,,,,,
20220102,12,,,,,,,
20220102,13,,,,,,,
20220102,14,,,,,,,
20220102,15,,,,,,,
20220102,16,,,,,,,
20220102,17,,,,,,,
20220102,18,,,,,,,
20220102,19,,,,,,,
20220102,20,,,,,,,
20220102,21,,,,,,,
20220102,22,,,,,,,
20220102,23,,,,,,,
20220103,0,,,,,,,
20220103,1,,,,,,,
20220103,2,,,,,,,
20220103,3,,,,,,,
20220103,4,,,,,,,
20220103,5,,,,,,,
20220103,6,,,,,,,
20220103,7,,,,,,,
20220103,8,,,,,,,
20220103,9,,,,,,,
20220103,10,,,,,,,
20220103,11,,,,,,,
20220103,12,,,,,,,
20220103,13,,,,,,,
20220103,14,,,,,,,
20220103,15,,,,,,,
20220103,16,,,,,,,
20220103,17,,,,,,,
20220103,18,,,,,,,
20220103,19,,,,,,,
20220103,20,,,,,,,
20220103,21,,,,,,,
20220103,22,,,,,,,
20220103,23,,,,,,,
20220104,0,,,,,,,
20220104,1,,,,,,,
20220104,2,,,,,,,
20220104,3,,,,,,,
20220104,4,,,,,,,
20220104,5,,,,,,,
20220104,6,,,,,,,
