date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO
20220101,0,72.0,52.0,94.0,12.0,69.0,,1.0
20220101,1,74.0,47.0,97.0,16.0,67.0,,1.3
20220101,2,82.0,56.0,114.0,14.0,67.0,,1.3
20220101,3,86.0,55.0,122.0,16.0,67.0,,1.5
20220101,4,85.0,53.0,120.0,18.0,68.0,,1.9
20220101,5,83.0,56.0,116.0,16.0,67.0,,1.9
20220101,6,90.0,55.0,130.0,14.0,66.0,,1.9
20220101,7,115.0,87.0,142.0,15.0,69.0,,2.1
20220101,8,102.0,56.0,154.0,14.0,71.0,,2.3
20220101,9,108.0,62.0,165.0,14.0,71.0,1.0,2.4
20220101,10,118.0,89.0,170.0,14.0,76.0,3.0,1.9
20220101,11,119.0,80.0,188.0,15.0,80.0,7.0,1.7
20220101,12,,,,19.0,,,1.4
20220101,13,,,,18.0,,14.0,1.4
20220101,14,144.0,110.0,200.0,,80.0,21.0,
20220101,15,93.0,66.0,135.0,14.0,66.0,26.0,1.1
20220101,16,90.0,67.0,116.0,13.0,56.0,28.0,0.9
20220101,17,87.0,64.0,109.0,10.0,61.0,16.0,0.7
20220101,18,81.0,51.0,111.0,7.0,68.0,8.0,0.7
20220101,19,79.0,49.0,108.0,7.0,69.0,6.0,0.8
20220101,20,80.0,54.0,110.0,8.0,66.0,13.0,0.8
20220101,21,69.0,32.0,87.0,4.0,25.0,53.0,0.5
20220101,22,65.0,30.0,80.0,3.0,15.0,60.0,0.4
20220101,23,53.0,18.0,55.0,2.0,7.0,67.0,0.2
20220102,0,34.0,13.0,34.0,3.0,6.0,67.0,0.2
20220102,1,43.0,24.0,43.0,5.0,9.0,61.0,0.5
20220102,2,30.0,18.0,30.0,5.0,8.0,59.0,0.6
20220102,3,23.0,12.0,23.0,6.0,12.0,55.0,0.9
20220102,4,30.0,21.0,17.0,3.0,4.0,62.0,0.4
20220102,5,23.0,16.0,17.0,3.0,3.0,61.0,0.3
20220102,6,26.0,12.0,26.0,3.0,4.0,58.0,0.3
20220102,7,29.0,10.0,29.0,3.0,22.0,39.0,0.3
20220102,8,17.0,7.0,14.0,3.0,34.0,30.0,0.4
20220102,9,17.0,6.0,14.0,3.0,33.0,33.0,0.4
20220102,10,29.0,7.0,29.0,13.0,23.0,46.0,0.5
20220102,11,23.0,5.0,23.0,7.0,19.0,52.0,0.5
20220102,12,26.0,4.0,26.0,7.0,16.0,56.0,0.4
20220102,13,25.0,9.0,25.0,4.0,21.0,52.0,0.4
20220102,14,20.0,7.0,18.0,3.0,13.0,61.0,0.3
20220102,15,20.0,7.0,19.0,4.0,11.0,62.0,0.4
20220102,16,24.0,5.0,24.0,6.0,16.0,58.0,0.6
20220102,17,46.0,18.0,46.0,8.0,31.0,43.0,1.0
