date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO
20230101,0,74.0,41.0,98.0,28.0,69.0,,2.1
20230101,1,66.0,42.0,82.0,22.0,63.0,4.0,1.9
20230101,2,63.0,45.0,76.0,26.0,71.0,,2.3
20230101,3,69.0,49.0,87.0,27.0,72.0,,2.6
20230101,4,64.0,41.0,77.0,28.0,60.0,5.0,1.9
20230101,5,66.0,42.0,81.0,26.0,61.0,2.0,1.7
20230101,6,70.0,51.0,81.0,29.0,64.0,,2.0
20230101,7,70.0,51.0,88.0,27.0,63.0,,1.9
20230101,8,77.0,56.0,95.0,28.0,65.0,,2.0
20230101,9,80.0,59.0,100.0,31.0,63.0,3.0,2.2
20230101,10,84.0,45.0,118.0,47.0,59.0,9.0,2.1
20230101,11,,,,,,,
20230101,12,,,,,,,
20230101,13,,,,,,,
20230101,14,,,,,,,
20230101,15,51.0,14.0,51.0,20.0,39.0,43.0,1.2
20230101,16,42.0,11.0,42.0,13.0,40.0,39.0,0.9
20230101,17,53.0,19.0,56.0,13.0,60.0,20.0,0.9
20230101,18,68.0,32.0,86.0,13.0,72.0,6.0,0.9
20230101,19,66.0,42.0,82.0,10.0,61.0,11.0,1.0
20230101,20,70.0,47.0,89.0,11.0,75.0,,1.1
20230101,21,72.0,52.0,87.0,11.0,76.0,,0.9
20230101,22,75.0,54.0,100.0,11.0,73.0,,0.9
20230101,23,86.0,62.0,122.0,12.0,72.0,,1.1
20230102,0,89.0,66.0,120.0,9.0,72.0,,1.2
20230102,1,90.0,67.0,118.0,9.0,71.0,,1.4
20230102,2,65.0,47.0,54.0,11.0,64.0,8.0,0.8
20230102,3,43.0,30.0,29.0,11.0,59.0,13.0,0.7
20230102,4,26.0,18.0,19.0,9.0,41.0,30.0,0.6
20230102,5,19.0,13.0,19.0,8.0,18.0,49.0,0.4
20230102,6,19.0,9.0,19.0,8.0,14.0,52.0,0.4
20230102,7,20.0,11.0,20.0,11.0,15.0,49.0,0.5
20230102,8,23.0,16.0,22.0,12.0,24.0,40.0,0.7
20230102,9,22.0,12.0,22.0,14.0,32.0,36.0,0.9
20230102,10,26.0,18.0,20.0,12.0,24.0,45.0,0.8
20230102,11,28.0,13.0,28.0,8.0,23.0,45.0,0.5
20230102,12,17.0,9.0,9.0,7.0,18.0,52.0,0.5
20230102,13,19.0,7.0,12.0,7.0,15.0,58.0,0.5
20230102,14,19.0,6.0,12.0,6.0,17.0,58.0,0.5
20230102,15,18.0,11.0,9.0,6.0,20.0,56.0,0.5
20230102,16,18.0,10.0,5.0,6.0,20.0,56.0,0.4
20230102,17,18.0,11.0,18.0,6.0,26.0,52.0,0.4
20230102,18,32.0,22.0,31.0,5.0,35.0,42.0,0.4
20230102,19,48.0,33.0,40.0,5.0,58.0,19.0,0.6
20230102,20,46.0,30.0,46.0,6.0,71.0,10.0,0.7
20230102,21,36.0,25.0,35.0,6.0,60.0,19.0,0.6
20230102,22,40.0,28.0,30.0,7.0,44.0,28.0,0.5
20230102,23,45.0,31.0,40.0,7.0,50.0,20.0,0.6
20230103,0,57.0,40.0,64.0,7.0,66.0,6.0,0.7
20230103,1,55.0,39.0,48.0,7.0,63.0,11.0,0.7
20230103,2,53.0,32.0,56.0,8.0,62.0,9.0,0.6
20230103,3,39.0,27.0,37.0,8.0,65.0,6.0,0.7
20230103,4,51.0,30.0,52.0,8.0,72.0,1.0,0.7
20230103,5,55.0,36.0,60.0,8.0,73.0,1.0,0.9
20230103,6,53.0,30.0,56.0,9.0,69.0,2.0,0.9
20230103,7,51.0,29.0,51.0,16.0,63.0,8.0,1.1
20230103,8,64.0,38.0,78.0,12.0,80.0,,1.5
20230103,9,56.0,33.0,62.0,15.0,71.0,6.0,1.3
20230103,10,55.0,28.0,59.0,14.0,63.0,14.0,1.3
20230103,11,28.0,19.0,28.0,12.0,50.0,32.0,1.1
20230103,12,27.0,13.0,27.0,10.0,42.0,41.0,0.8
20230103,13,39.0,11.0,39.0,9.0,38.0,41.0,0.6
20230103,14,34.0,17.0,34.0,8.0,28.0,48.0,0.5
20230103,15,41.0,17.0,41.0,8.0,31.0,46.0,0.5
20230103,16,35.0,20.0,35.0,6.0,36.0,38.0,0.5
20230103,17,53.0,26.0,56.0,6.0,48.0,26.0,0.6
20230103,18,62.0,37.0,74.0,7.0,65.0,13.0,0.6
20230103,19,76.0,42.0,102.0,9.0,79.0,1.0,0.9
20230103,20,105.0,79.0,125.0,16.0,84.0,1.0,1.0
20230103,21,109.0,82.0,158.0,22.0,91.0,1.0,1.3
20230103,22,100.0,72.0,150.0,26.0,86.0,,1.4
20230103,23,104.0,71.0,158.0,31.0,77.0,,1.8
20230104,0,88.0,62.0,125.0,32.0,71.0,,1.9
20230104,1,89.0,66.0,120.0,28.0,70.0,,2.5
20230104,2,83.0,61.0,104.0,25.0,74.0,,1.9
20230104,3,80.0,59.0,87.0,23.0,72.0,,1.4
20230104,4,73.0,53.0,82.0,26.0,70.0,,1.4
20230104,5,73.0,53.0,94.0,34.0,70.0,,1.9
20230104,6,75.0,54.0,100.0,41.0,69.0,,1.9
20230104,7,78.0,57.0,99.0,32.0,67.0,,1.7
20230104,8,82.0,60.0,110.0,28.0,67.0,,2.0
20230104,9,88.0,65.0,108.0,39.0,60.0,4.0,3.0
20230104,10,90.0,67.0,102.0,43.0,54.0,12.0,2.8
20230104,11,80.0,59.0,94.0,33.0,52.0,17.0,2.7
20230104,12,80.0,55.0,110.0,29.0,63.0,15.0,2.6
20230104,13,77.0,47.0,104.0,18.0,70.0,22.0,1.5
20230104,14,74.0,50.0,98.0,17.0,65.0,26.0,1.4
20230104,15,74.0,54.0,84.0,15.0,63.0,28.0,1.2
20230104,16,72.0,52.0,83.0,14.0,65.0,26.0,1.1
20230104,17,69.0,50.0,80.0,14.0,72.0,17.0,1.1
20230104,18,,,,12.0,,4.0,1.2
20230104,19,,,,12.0,89.0,1.0,
20230104,20,,,131.0,12.0,88.0,,1.6
20230104,22,130.0,99.0,182.0,16.0,87.0,,1.8
20230104,23,156.0,119.0,187.0,17.0,88.0,,1.8
20230105,0,163.0,124.0,167.0,15.0,85.0,,1.7
20230105,1,119.0,90.0,141.0,13.0,83.0,,1.6
20230105,2,132.0,100.0,135.0,12.0,78.0,,1.5
20230105,3,98.0,73.0,125.0,11.0,74.0,,1.6
20230105,4,120.0,91.0,122.0,12.0,73.0,,1.5
20230105,5,120.0,91.0,116.0,10.0,71.0,,1.4
20230105,6,109.0,82.0,125.0,9.0,72.0,,1.5
20230105,7,123.0,93.0,128.0,9.0,75.0,,1.5
20230105,8,120.0,91.0,136.0,9.0,79.0,,1.9
20230105,9,129.0,98.0,168.0,11.0,87.0,,2.0
20230105,10,137.0,104.0,164.0,16.0,80.0,3.0,1.6
20230105,11,103.0,77.0,151.0,18.0,68.0,15.0,1.4
20230105,12,134.0,102.0,153.0,16.0,68.0,21.0,1.3
20230105,13,130.0,99.0,150.0,16.0,63.0,33.0,1.2
20230105,14,124.0,94.0,143.0,14.0,62.0,39.0,1.2
20230105,15,142.0,108.0,144.0,16.0,65.0,45.0,1.2
20230105,16,148.0,113.0,162.0,17.0,71.0,47.0,1.2
20230105,17,153.0,117.0,180.0,18.0,82.0,40.0,1.3
20230105,18,185.0,139.0,189.0,16.0,99.0,17.0,1.5
20230105,19,198.0,148.0,224.0,20.0,115.0,2.0,1.8
20230105,20,190.0,143.0,236.0,23.0,120.0,,2.0
20230105,21,208.0,158.0,249.0,23.0,121.0,,2.2
20230105,22,217.0,167.0,253.0,24.0,117.0,,1.8
20230105,23,221.0,171.0,252.0,22.0,113.0,,1.5
20230106,0,284.0,234.0,291.0,23.0,111.0,,1.6
20230106,1,237.0,187.0,267.0,19.0,109.0,,1.5
20230106,2,256.0,206.0,278.0,18.0,104.0,,1.5
20230106,3,244.0,194.0,267.0,20.0,106.0,,1.8
20230106,4,232.0,182.0,259.0,22.0,111.0,,2.1
20230106,5,210.0,160.0,261.0,24.0,113.0,,2.8
20230106,6,229.0,179.0,265.0,24.0,113.0,,2.8
20230106,7,246.0,196.0,261.0,22.0,112.0,,2.2
20230106,8,247.0,197.0,280.0,30.0,113.0,,2.0
20230106,9,251.0,201.0,300.0,25.0,113.0,,2.2
20230106,10,234.0,184.0,310.0,22.0,112.0,3.0,2.2
20230106,11,243.0,193.0,315.0,21.0,106.0,10.0,1.9
20230106,12,227.0,177.0,290.0,18.0,102.0,15.0,1.8
20230106,13,213.0,163.0,300.0,12.0,101.0,17.0,1.8
20230106,14,140.0,71.0,230.0,8.0,64.0,38.0,0.9
20230106,15,113.0,54.0,176.0,7.0,43.0,50.0,0.5
20230106,16,104.0,45.0,158.0,7.0,52.0,41.0,0.6
20230106,17,100.0,47.0,149.0,7.0,59.0,34.0,0.6
20230106,18,94.0,47.0,137.0,7.0,58.0,30.0,0.6
20230106,19,83.0,43.0,115.0,6.0,54.0,30.0,0.5
20230106,20,74.0,37.0,97.0,5.0,36.0,48.0,0.4
20230106,21,61.0,35.0,71.0,4.0,27.0,56.0,0.3
20230106,22,61.0,24.0,71.0,4.0,24.0,58.0,0.3
20230106,23,52.0,20.0,53.0,4.0,24.0,57.0,0.3
20230107,0,53.0,17.0,55.0,4.0,22.0,57.0,0.3
20230107,1,51.0,19.0,52.0,4.0,23.0,52.0,0.3
20230107,2,57.0,23.0,63.0,4.0,46.0,22.0,0.4
20230107,3,47.0,25.0,47.0,5.0,42.0,24.0,0.4
20230108,0,111.0,60.0,171.0,32.0,88.0,,1.6
20230108,1,104.0,63.0,158.0,27.0,86.0,,1.4
20230108,2,104.0,78.0,156.0,35.0,85.0,,1.9
20230108,3,102.0,53.0,153.0,33.0,87.0,,1.7
20230108,4,104.0,62.0,157.0,36.0,85.0,,1.9
20230108,5,103.0,64.0,156.0,33.0,80.0,,2.0
20230108,6,109.0,60.0,168.0,35.0,80.0,,2.2
20230108,7,104.0,56.0,158.0,38.0,78.0,,2.5
20230108,9,109.0,52.0,167.0,49.0,77.0,2.0,3.1
20230108,10,109.0,52.0,168.0,49.0,82.0,5.0,3.3
