PC1,PC2,Target
4.520232826480422,-0.5777069202826692,100.0
4.129892667214883,-1.0985678766614617,98.0
4.177980340761179,-1.1113338648631523,110.0
4.04526440259718,-1.1565164155831194,122.0
4.517136112190293,-0.9087736823314017,122.0
5.346417611388265,-0.6548567441565953,180.0
6.471801476887544,-0.22299498399576376,200.0
5.2460112569541595,-0.7865571265567516,204.0
4.195339427147674,-1.4210078559511587,181.0
3.226816461232912,-1.8895295350214416,173.0
1.73133051687596,-2.4157445584499797,101.0
0.7013359427858412,-2.6674957052471675,47.0
1.020638068229846,-2.460189796400066,54.0
1.5340677432237129,-2.0922468911098475,56.0
2.19157168090617,-1.7553530003638862,55.0
3.221540098444285,-1.327131431266739,81.0
3.5625613610825786,-1.1498396465391905,97.0
3.547621436726694,-1.1954159926891728,111.0
3.8204156619021994,-0.9958405178150251,121.0
4.409440749831468,-0.6234613682114188,131.0
4.190765732370042,-0.6333391661105109,126.0
4.002019939193465,-0.7035594597951914,97.0
3.88101852502955,-0.7879328496486314,116.0
4.138747508332685,-0.7081237891973213,115.0
4.10176376598838,-0.809656284090963,126.0
4.128034482500735,-0.695193188325072,118.0
4.295964345249982,-0.5875586795992465,147.0
4.268279273520067,-0.5550862086133276,135.0
4.3184734600552765,-0.687987743204648,137.0
4.110816277336795,-0.1581886696039611,135.0
4.450706174195422,0.011589943373190942,162.0
4.092035329024246,-0.6046694104621478,175.0
3.659612547961198,-1.0902854343517463,152.0
1.5229949602224744,-1.9549880114774072,55.0
0.8451416756110537,-2.139100796327818,41.0
0.57982132336487,-2.250774720284017,23.0
1.0582288220407954,-2.008073922832406,24.0
0.41391818077259807,-1.8892306925989404,18.0
1.1108941857489014,-1.434728268670963,24.0
2.1778431429891203,-1.0426941655354363,32.0
2.4583788653420373,-0.893112059377234,45.0
2.713116623291234,-0.7509678700831162,51.0
2.4439980642237598,-0.37678209582415984,50.0
2.246850666650794,-0.1606293245719223,44.0
2.5186136025414445,0.011268393311885174,43.0
3.507859963002687,0.3912118117618141,45.0
4.85431631975428,1.2297522927443454,54.0
4.071869696789946,0.7096015636024968,50.0
4.4106573773270705,0.7337190834275694,56.0
5.010986663332212,0.8214514526514864,59.0
4.857115435402999,0.7512127991160336,64.0
5.069557712834386,0.8354286030575444,61.0
5.32105863065731,0.8944532961489735,80.0
5.548758162661452,0.9138102563415561,81.0
6.371994074193178,1.1634788209462463,97.0
6.743145388029127,1.0387710453607684,94.0
6.475797806691464,0.8238758761534755,103.0
4.5992966418647665,-0.07776654028400815,84.0
2.856671537785756,-0.5981847334174504,67.0
1.948132510189,-0.7614230961690146,59.0
1.5391721602211497,-0.8502574109485209,56.0
1.824809211646762,-0.7006352983955568,47.0
2.5235931290392823,-0.36004775456539023,47.0
3.0159793178595913,-0.04240668146865387,47.0
3.1618554179012315,0.14044858481258043,53.0
3.2482204452361647,0.4305762176865632,55.0
3.5364477731142703,0.5393390295168473,55.0
3.3107905072031536,0.6053490000700137,57.0
2.4084103976208366,0.5114729697575996,51.0
1.8130763115868043,0.49466035296267113,42.0
1.5353349769670257,0.4457387592401704,35.0
2.123685457818586,0.639974780379127,36.0
2.6652312987686133,0.7936486741066229,45.0
2.9185929095530554,0.9011823194134408,54.0
3.2549275274479372,1.0342199038985482,63.0
3.1446648193181765,0.9034017949267873,62.0
3.2365561227874484,0.955887132915155,60.0
3.5652859964073627,1.06298077685794,64.0
3.5898877093157284,1.11714327434189,66.0
3.6101590127078036,1.0105602968091396,92.0
3.566354664387444,1.0471793857026457,94.0
3.138625297719205,0.21311474301971253,105.0
2.396121546455555,-0.051941084297942565,129.0
1.7614084260745047,-0.5531005600155404,120.0
1.6063549420412362,-0.6400274634047237,103.0
1.9007071249830227,-0.4692230283290108,108.0
2.445108228468253,0.29952524682682036,107.0
2.685320416676755,0.2762221562076961,98.0
2.8625458400499184,0.2853425250014325,110.0
2.86747465853115,0.30633565976357097,100.0
2.7823562829063446,0.20721208631863824,87.0
2.8042164913326566,0.1382317488119566,108.0
2.921288826758665,0.2189829977529822,89.0
3.1463767559901648,0.2764351154484799,105.0
3.2009025695445525,0.7244215403951406,100.0
3.8144300646237608,0.5796026312479265,112.0
4.421532421926456,0.9876154596255329,117.0
4.120593493567491,0.362743529134013,89.0
3.9927636440529177,0.014363724643805665,110.0
3.832853126873007,-0.03944761375074732,88.0
2.7663788885236618,-0.48633746122908805,46.0
2.528070709003224,-0.6570442190268871,47.0
2.3992964269347543,-0.7546733016339565,37.0
2.332119433719728,-0.7557825082480197,35.0
1.220040092976719,-1.328408321213551,29.0
0.5656154904472114,-1.4358438335063703,27.0
0.3666655133169194,-1.5389368784737998,24.0
0.03761306622924757,-1.5102196756945832,21.0
-0.1232826671769656,-1.565345980408568,17.0
0.11891708480020567,-1.3404314493066338,12.0
0.8565135994923548,-1.800783062372059,14.0
1.7716288319918585,-1.3262106398476678,14.0
2.4061081697446323,-1.1356573530546874,20.0
2.372538487385234,-1.0846104944771442,34.0
2.7409603420604216,-0.9134557947021206,44.0
2.692070699472738,-0.8413464068528909,44.0
2.7768228018116337,-0.8227633892985564,44.0
2.868331033290329,-0.9466006515649245,44.0
2.917824949599516,-1.0849566799318653,44.0
2.855015694637195,-1.3730566854383717,44.0
2.7444007529571754,-1.4257630436459214,44.0
2.534837873887616,-1.5238804659958867,44.0
2.538383228112252,-1.4867211612194469,44.0
2.1373313304969233,-1.4770046047064118,44.0
2.3185883649548984,-1.4286292416611166,44.0
2.7400048541194804,-1.3292791453001056,44.0
2.791928373526022,-1.240842547938008,44.0
2.142755392679145,-1.7126948129577215,44.0
1.3129017611408118,-2.192364870682048,46.0
0.5939199713459151,-2.7222232923418117,48.0
-0.1364420634443358,-2.9272550691120864,35.0
-0.4624726509263471,-2.9261335293317194,28.0
-0.5992000985013172,-2.824298675730189,17.0
-0.24347371156943326,-2.540106642196782,13.0
0.3313168087966809,-2.042444373500903,15.0
1.1556666635002768,-1.6932866669067839,19.0
2.4900506348130076,-1.5011146056608906,24.0
2.7111068785289665,-1.4383645994142258,30.0
2.800611147623902,-1.3891962969513243,31.0
2.8863989797722356,-1.4020531376967724,35.0
3.1943878792916824,-1.3396073085443085,48.0
3.1583531446577644,-1.3262615501900668,57.0
3.361737351795307,-1.0986065115150687,57.0
3.5248430108277136,-0.9550529636649537,61.0
3.4781749535367634,-1.0411772990360935,54.0
3.326336591147977,-0.4446835493274379,55.0
3.2866779030657876,-0.5202921294801537,59.0
3.464641948730774,-0.5233373469416502,61.0
3.6636511677399666,-0.4800761449255847,94.0
3.962528458883481,-0.3981072581375427,93.0
4.561934445994824,-0.5042001704775617,98.0
4.295252547161993,-0.1199955831618903,86.0
3.353811597971687,-0.924675744967218,74.0
2.8483728643627297,-1.2031853142846585,71.0
3.391281372270965,-0.8839560099008279,62.0
3.1311909289851054,-1.1571109956198442,63.0
2.089827745375648,-1.6217227388489512,53.0
1.500836034453795,-1.8288391030472162,45.0
1.6740854377599188,-1.600027068346114,43.0
2.061376527425942,-1.347818830634083,41.0
2.6580267978480046,-1.1256668950729793,43.0
2.9304443922069594,-0.7617291840177189,45.0
3.35039269657262,-0.26597213459145014,80.0
3.323701060550441,-0.12956611374166888,82.0
3.592924832682743,-0.14421058259846875,83.0
3.8220033877205077,-0.014580462259776484,116.0
4.050648891649885,0.2712817041716308,122.0
3.8151712281506662,0.36593723133269196,103.0
3.814261592025177,0.51089240934282,120.0
3.9234443710508686,0.6480371928397181,111.0
3.9936372049857214,0.7386757729489445,100.0
3.711950995157386,0.6421416973443623,101.0
3.6521358870356413,0.5370318884362594,106.0
3.808143846222758,0.47514067628362366,101.0
3.9461875701599367,0.3530549893935087,106.0
3.3984468854993657,-0.24762076551736037,116.0
2.7558657159072664,-1.40691517073214,112.0
2.0757157819228915,-2.027439602094054,106.0
1.6470271265525636,-2.1290504384538247,88.0
1.1122392624600739,-2.1919490005462015,78.0
1.0013161656456746,-2.0091995672915015,75.0
0.7930855034862913,-1.9251005072001597,49.0
0.7367725300087751,-1.666817049636491,41.0
1.3869534930758252,-1.347411650758336,37.0
2.3303801676589906,-1.2018496672680787,39.0
2.6599546930305618,-1.324837870754621,43.0
2.3563720075521926,-1.5169621561273157,37.0
2.551648300278544,-1.5898950547947464,48.0
2.8304991601868807,-1.36342948357358,51.0
2.762752479995596,-1.5728301424590714,52.0
2.7560900148753498,-1.9035182884046769,50.0
2.16013225637582,-2.0009146906145876,37.0
1.2903867065850214,-2.095646104469731,28.0
1.4087828261175732,-1.2378808297017252,20.0
1.5067388202852314,-1.2327576751765907,17.0
1.5680845541398678,-1.1727987160670463,12.0
1.701592531399591,-1.0813800635812254,20.0
2.5121528255601033,-0.8020016322008101,19.0
2.6119481360908887,-0.8672669052895748,25.0
3.0437101575595342,-0.9434659134150225,24.0
2.541041821103661,-1.0742493483957676,26.0
2.0873447391646454,-1.3532477256929638,30.0
1.3615768200883418,-1.5885219901513532,29.0
1.4777018673697608,-1.447986112322696,30.0
1.8321979553196093,-1.2923348136256056,28.0
1.712552094469655,-1.2464128308450817,25.0
1.9456277437338534,-1.0215749690042069,35.0
2.349272966495314,-0.8136766812469871,33.0
2.5238755574240503,-0.7553998588550491,34.0
2.9668219042001747,-1.305907343411448,41.0
3.2024241438101395,-0.39563767964453683,50.0
3.355466975810964,-0.7555640586285285,51.0
3.368240133674832,-0.8562399099429062,54.0
3.3546061637412405,-0.9254574609568953,59.0
3.08252780826103,-0.3565744182757745,49.0
3.0429737542591586,-0.46239415458961336,43.0
2.524801644441091,-0.5123575203245955,40.0
2.544682547521353,-0.436734081779983,34.0
3.0926465462170314,-0.43781818011198037,49.0
3.423410248866613,-0.5202355260804301,80.0
3.5813182508535966,-0.5057706337213953,83.0
3.4554367674409696,-0.5673284176806728,52.0
3.438896452688161,-0.551999473998036,45.0
3.303025440052684,-0.7935754346571413,47.0
3.1170179578589727,-0.9699758199653454,56.0
2.2713455646418512,-1.29667114372043,53.0
2.005046144447083,-1.2389265375248653,49.0
1.3136994845497163,-1.7742439792520657,43.0
1.1270937490110893,-1.833669662436363,40.0
1.3220478298266531,-1.8348872310349025,44.0
1.9830551221833712,-1.506279724696872,52.0
2.8294801721059057,-1.1397530157197857,52.0
3.2014674163073438,-1.0168166722057015,56.0
3.489561853327548,-0.9712501775270644,77.0
3.7464488250290935,-0.7489807121010112,89.0
3.9374183656629804,-0.6448097563749846,85.0
3.7278123029397983,-0.7510272023791786,63.0
3.4468889260330404,-1.078616182559231,63.0
3.561522521209192,-1.0042875453647269,81.0
3.6433638811120996,-0.3050166625893831,89.0
3.940724730988664,-0.5507705737919003,90.0
4.075084861155037,-0.5504616032921278,102.0
4.250068338542996,-1.19288429398946,114.0
4.1275128251869235,-1.2034929891930448,120.0
3.5620481438587115,-1.485648854849233,79.0
3.4392109412936014,-1.615456597594166,58.0
3.3835545109494203,-1.6416439950073072,86.0
3.1805291019469855,-1.989738466814396,104.0
1.7357451661180932,-2.782704905363009,34.0
1.1815068952300136,-3.080957056400719,39.0
0.35219541240575414,-3.2589410440099496,32.0
-0.04908050579970215,-3.2620075228337924,27.0
0.10975432980895644,-3.025622242241234,29.0
0.7541111422710406,-2.6615317066219495,32.0
1.3169873297820198,-2.27009597056492,26.0
2.0002317340623628,-2.0268693353338763,27.0
2.746294257067112,-1.9498169047711147,44.0
3.0500085073650416,-1.9938305941638335,58.0
2.7584640078658986,-1.8245984430868787,53.0
2.727824357987676,-1.826644389609133,43.0
3.405034056976395,-0.9604932410959193,52.0
3.253343100867204,-1.0138012420432627,42.0
3.298120592226533,-0.9707076538546893,34.0
4.0030297381493485,-0.6589944319932576,32.0
3.8100785685448066,-0.7518104696147514,49.0
3.9276684571557845,-0.5503278202222757,50.0
4.724427098893699,0.08419443076324443,55.0
4.514269924952013,-0.059031309765694755,54.0
4.248234435250957,-0.14665766496944577,62.0
5.175604497320096,0.2599204335859013,58.0
5.07449476759459,0.20196742430838835,64.0
4.760721733382271,-0.5062647260099935,117.0
4.5314799328751265,-1.1837968876152738,84.0
3.0603306549461466,-1.796474226536332,56.0
2.137110164248344,-1.8948612423381166,70.0
1.4803541694033278,-2.0822873569971554,84.0
1.8976160316324613,-1.8143353111077278,58.0
1.8065933040798217,-1.691436016479471,59.0
1.7728438794599901,-1.3982250823644458,53.0
2.6417214001316065,-0.9706475799205998,51.0
3.641321150809173,-0.4056837684687237,56.0
3.822429337121297,-0.08936980513110088,87.0
4.083753029254446,0.26815695797090255,92.0
4.063746172529138,0.3381721323869981,73.0
3.7784847725723365,0.28105059563497237,74.0
3.628981240682381,0.28349971541171837,60.0
3.9312172893321753,0.4562108436892701,65.0
4.004230606322773,0.5337095811140361,68.0
4.333980126077677,0.7211916004051167,92.0
4.402728145317736,0.6866345088715111,104.0
4.253794661719059,0.557775248599552,88.0
4.036614978500332,0.4499660759845916,92.0
4.11101908984721,0.5010021969812167,104.0
4.260705756049808,0.08445390305707265,123.0
4.599265691699869,0.18482504128755492,117.0
4.279830552758404,0.06531868307918987,146.0
3.179224462501629,-0.6889294474553864,97.0
1.2132839613510342,-2.1199406224344703,44.0
0.443824389724626,-2.7026365273622845,44.0
0.28276308910101516,-2.8320592986544146,55.0
0.15815396871969048,-2.7191510945255306,78.0
0.4428772001060979,-2.4440440837212107,88.0
1.2884763092047664,-1.8730846572401714,94.0
2.2669262512187793,-1.4392155159501794,87.0
3.361664141473625,-1.1408502355816106,94.0
3.8206831109082406,-0.991279969475353,134.0
3.9478293346386404,-1.0421551546613692,123.0
3.979711267646655,-1.0016080876678097,111.0
3.928230811927603,-0.9214623065605088,132.0
3.7678563731942973,-0.9655901822641177,127.0
3.705673258000092,-0.9047897330795062,134.0
3.704325657610964,-0.8436754033154213,156.0
3.7843047176350244,-0.9193268266674042,197.0
3.8511501235341896,-1.1514731633332986,201.0
3.80016896686743,-0.8588029061927039,189.0
3.6982344733118295,-0.9939435769483426,126.0
4.180814124981796,-0.8468410402250474,125.0
5.204657568108275,-0.4281244171101939,113.0
5.97053268581527,0.2420059359482551,107.0
5.287872665678657,0.10225525645025028,98.0
3.551198166492555,-1.1029552682613486,108.0
2.442699961319276,-1.748124102383859,76.0
1.448608712994594,-2.130854964751652,64.0
0.6649309718182359,-2.265538302396501,67.0
0.37080999909193796,-2.0856269640364133,64.0
0.728240162208971,-1.7111109567262224,60.0
1.3775890964645963,-1.2775499972026434,64.0
2.0150330994940377,-1.006608611451023,58.0
2.206291375026756,-0.6618005757452365,61.0
2.6863829960118424,-0.3243775574147857,62.0
3.1028797838368103,-0.3019029934125279,85.0
2.8799338244185817,-0.2046120446505464,45.0
2.6461125568106034,-0.15080061689430738,41.0
3.205561478485712,-0.11662308557180273,42.0
4.021671320934916,0.04435924644931587,44.0
3.470618244386329,-0.029955472386233813,40.0
3.3626419735478965,-0.061323524575154366,41.0
3.2774455303223946,-0.08521718937899066,46.0
2.9679418376472313,-0.1191812002535397,43.0
3.2840356045782917,0.03955863278758721,43.0
3.3215405649407415,0.09552883246008695,54.0
3.2289844352305113,0.08710742215300495,50.0
3.8381501837617926,0.5709061850594251,88.0
3.538355590919809,0.2828534010013045,86.0
2.7479256694641867,-0.48395505803470645,80.0
1.4890761983282497,-1.13065424852926,61.0
1.1152273875011085,-1.3424396466941564,93.0
1.0807290667830305,-1.4341433765515794,103.0
1.207225087028968,-1.289168725332099,110.0
1.1873673017899984,-1.2437513208959607,76.0
1.8625882432642937,-0.9222567615462415,95.0
2.4735157644076153,-0.5580436084710699,91.0
3.528124851454165,-0.24695744250768742,118.0
3.6229219968461503,-0.21041017955893235,130.0
3.8902801946859737,-0.039393468667112665,152.0
3.768378780458591,-0.04148644333086724,124.0
3.8502004142702115,0.014382737587403665,126.0
3.5265871254206766,-0.2436303951588468,117.0
3.6927650666553062,-0.29590208085954894,150.0
3.8238664757517804,-0.3373343066032694,189.0
3.883393647601019,-0.3309667246731047,222.0
3.9088182416567268,-0.3237828973757847,234.0
3.8993739662977873,-0.22577368581217025,245.0
4.005639550899417,-0.039098579895875354,263.0
4.018669192599175,0.06291261342297276,264.0
4.020529725286879,0.15572248754583412,253.0
4.15013821327885,0.5014325233980916,276.0
3.6096747580163067,0.18794814218009437,275.0
2.768249659870683,-0.5039043983608941,270.0
1.9337053191290412,-1.2236653159791993,256.0
1.3950476775699585,-1.5379474877672656,267.0
1.4343920336886753,-1.4928901189844161,265.0
1.2620314119838814,-1.4682889767505884,246.0
1.3300800838858515,-1.2084288028065857,216.0
1.8737771539452226,-0.7107519397980586,219.0
2.661709156869452,-0.12978089909594795,244.0
3.242971024441493,0.4665031460727375,250.0
3.449136417863697,0.6138704496406507,256.0
3.2467485134104073,0.415034606286915,243.0
3.111050759202691,0.2539000107332057,216.0
2.9902991877150336,0.1139416221134142,203.0
2.7723714423598484,-0.16483003495212875,189.0
2.979747705340102,-0.21231497424538123,194.0
2.957998509073292,-0.42910885351707745,201.0
2.870739631722138,-0.9778995251201464,184.0
2.9205440588741864,-1.0720860905270766,198.0
2.716458662601784,-1.1241007956694344,133.0
2.2755725306123358,-1.3233426535647261,95.0
1.9551410795408681,-1.4669131757243408,63.0
1.7882670525147177,-1.5647744280506601,47.0
1.997540730197286,-1.5263529789845274,42.0
1.441771057850147,-1.802617870710295,38.0
0.5875450255055157,-2.3101868746939105,35.0
-0.3888990522243703,-2.891166809456489,42.0
-1.0798272041828667,-3.230261645239608,31.0
-1.4292667677891997,-3.2383217189560063,17.0
-1.3201160828690583,-3.0370127114703775,15.0
-0.7471097933078086,-2.6793932361801494,25.0
0.15872346446624117,-2.106900660086968,31.0
1.2132282986248226,-1.4018723401152273,39.0
1.7131773921437439,-1.1216487470072791,48.0
2.5014460485610397,-0.9740758814172297,74.0
2.903532123719345,-1.0201867094929495,106.0
2.794191541644637,-1.0418812953557595,89.0
2.675819664256224,-1.1531239582514448,98.0
2.730298226478755,-1.192277602673533,108.0
2.621097082287587,-1.2405686917905545,75.0
2.1490949476481234,-1.4183416532078372,65.0
1.8577325826277096,-1.7369064744527083,57.0
1.9392542405963957,-1.7922504495693972,47.0
1.7902641157725179,-1.7601642637867925,41.0
1.5995772492892164,-1.78119463273276,37.0
1.7234625698766515,-1.7283617331519694,25.0
2.224961191964113,-1.672938025069828,31.0
2.218389330608749,-1.7779539781534397,24.0
1.9518483070065085,-2.0363092609074984,27.0
1.0225655575155284,-2.510134023690048,27.0
-0.13339497855187152,-3.068852488962737,15.0
-0.9223507040984147,-3.485724131775239,13.0
-1.0822358753613643,-3.526455533024856,14.0
-1.0227782783035537,-3.3719870320482612,10.0
-0.600740081959628,-3.011096521589156,11.0
0.04988991643588889,-2.491633480529001,16.0
0.8390795431919527,-2.0585798294292,21.0
1.864657375467432,-1.7657877939767688,24.0
2.4969312345315076,-1.785521218952343,27.0
2.6824266281567724,-1.253682953056843,38.0
2.7652937641566018,-1.2189433551085271,49.0
3.241377078656689,-1.0569669472882381,119.0
2.9753320675374924,-0.7261014929313538,54.0
2.694238344473968,-0.4324940522540939,47.0
2.550115665481253,-0.3206143673408332,31.0
2.4634854035616547,-0.2446493415461539,24.0
2.4504205453413492,-0.22482894528720282,21.0
2.378240596421615,-0.21300661885929323,13.0
2.0714009582923034,-0.10722228296456474,15.0
2.1507908445800736,-0.029770086247060533,16.0
2.5388680584408276,-0.04946530927662239,24.0
2.941500100668045,0.32291595508378823,30.0
2.909704713175419,0.3799990479121525,50.0
1.2113562545444823,-0.6443561414719765,40.0
0.4331627254338053,-1.2802913078467284,30.0
-0.007832409289110583,-1.6208181677149898,21.0
-0.1381325777579325,-1.6838169400495258,22.0
-0.17620657967173792,-1.5683870574173278,24.0
0.19800323931434352,-1.1139750536364104,33.0
0.8958144237410146,-0.591739481503368,33.0
1.7414182850676494,-0.18296446925176485,46.0
2.359940194284278,0.1798040219344658,75.0
2.5328206794907997,0.33680790174934755,80.0
2.6594623713920904,0.2909043709117582,100.0
2.861703184195956,0.41072741702499305,120.0
3.1406934952766545,0.6171330212622869,137.0
3.2966673951367103,0.905318983719255,192.0
3.2536592091377914,0.8375007713282301,192.0
3.238418272576395,0.8391197222568297,192.0
3.25212998035119,0.8873865785094127,192.0
3.2331883169991644,0.8639695849741138,192.0
3.472216478830175,1.007094293597274,181.5
3.73130528377111,1.0994551727346635,171.0
3.767393434063671,1.1402033113781311,163.0
3.849220818703294,1.132325269394737,161.0
4.097903900926405,1.1143065396535032,197.0
3.98266615423899,0.8058829947391019,190.0
3.4717054887624386,0.3350222839201662,199.0
3.0267791386966545,-0.10184555441228083,180.0
2.315857419558724,-0.7572273098485012,176.0
1.2214775199069474,-1.094722051917869,171.0
0.6453157578692972,-1.1232547280815948,176.0
0.5485945046561252,-0.8794938936175848,170.0
1.1037158736884696,-0.3893978222625621,167.0
1.9368680525876567,0.07212197323392411,194.0
3.3080476989324756,0.5565863701319795,206.0
3.85305574046629,0.6465323345142887,218.0
4.125720246915335,0.6817690521070647,252.0
4.481023910031622,0.7697989519986935,290.0
4.362050923258755,0.6430670189361735,306.0
4.610211000554458,0.7854424036264389,318.0
4.284548304136436,0.6929880223830114,301.0
4.387127753429906,0.8124750418721399,312.0
4.043548264001529,0.540994853410793,313.0
3.5770525885408273,0.3588577738196989,274.0
3.372149714407777,0.2551889837493276,254.0
3.1646200489997414,0.14697982974833226,262.0
2.9937999644405333,0.035319012821875814,248.0
3.6653947925787116,0.0901372239962257,316.0
4.074057019108619,0.9266186939573907,356.0
3.464982661436547,-0.3793792365248429,335.0
2.9874443879619093,-1.0901436420933215,357.0
2.262085501845905,-1.3915723761779764,348.0
1.2570864057679163,-1.9357129158226185,269.0
0.1427261811514663,-2.0392005802725284,142.0
-0.34777161508548077,-2.027930226133394,62.0
0.33951815700970683,-1.6950053752606558,76.0
1.1158815197829062,-1.2358587684694124,96.0
1.6715091937875275,-0.9066990160641221,122.0
2.0019130457165373,-0.7602505766424509,96.0
1.9809955314214616,-0.7098810842820733,95.0
2.102723424362439,-0.6113807115276527,83.0
3.161151510143553,-0.38693804929464315,56.0
2.91776244638504,-0.8688007798568169,54.0
2.528752951533594,-1.1847958833634689,43.0
2.6565355442836505,-1.4099888530161584,42.0
2.4793350788823623,-1.7808396619702884,50.0
2.19011520809963,-1.901986729341955,56.0
3.1883293765331295,-1.709813767937475,60.0
4.359875559344316,-1.195114154299349,80.0
3.2010968713022034,-1.5086863480292296,51.0
5.013625628755259,-0.9774752024792189,55.0
5.593369615507081,-0.6165443101262412,54.0
3.938044846263933,-1.048516354528388,48.0
3.8823304554228146,-1.422447042872313,111.0
2.8574132128687557,-2.2854369685967746,44.0
2.712578236021859,-2.4055615961403127,36.0
2.6363088070974374,-2.470771701561557,44.0
0.36265296178844986,-3.0220013918581947,34.0
-0.27921204150356393,-2.899243631925192,37.0
0.2009084536599323,-2.510887635904846,36.0
0.768123944473752,-2.0584451148298433,42.0
1.3558576265361855,-1.5822390017314947,53.0
2.1736830501219715,-0.7719096833849827,150.0
2.568994836377691,-0.5274360192264402,146.0
2.7374036010407035,-0.39020600532000826,189.0
2.720890517555592,-0.2600861189808615,157.0
2.7381647804647713,-0.17527815068816252,172.0
2.651785171149761,-0.06931020212745047,132.0
2.2979592977069387,-0.00943510816660196,100.0
2.6110861000665953,0.17058131121782724,107.0
3.6747058262216474,0.5148794237821688,163.0
3.4781299068658194,0.4187702070398643,137.0
2.9270028626950095,0.26765545965033416,141.0
2.917741213752986,0.27397315305848585,123.0
2.3790227624235896,0.11083235825763861,95.0
2.517345828982699,0.10903639147903131,99.0
2.7061349415899336,-0.5059162047075035,101.0
2.4283300590891375,-0.7035401367385445,115.0
1.4179635135760023,-1.2849153817795873,121.0
0.42073212109430164,-1.9698943226614969,123.0
0.059604063288256966,-2.239258727886235,131.0
-0.043379119464716336,-2.2977621713784617,162.0
-0.312976048139716,-2.161390587228179,164.0
-0.058229868359684675,-1.880401210564207,130.0
0.42216657345261566,-1.4424253395065485,114.0
0.9874049488714233,-1.169828429763003,104.0
2.290630747457977,-0.8696346598479601,120.0
3.2532472009032207,-0.692854272377604,190.0
3.7447688099749787,-0.4951179332655675,208.0
3.3844814950250526,-0.6525118597759969,210.0
3.213878674462725,0.01766463255136916,188.0
2.606922220399813,-0.14068183002822174,194.0
2.737082611175308,-0.04540556455887765,192.0
3.7260961143908418,0.364978057355155,207.0
3.4122160993867636,0.45079694199347226,172.0
4.614125655725336,0.8838303166389497,209.0
3.9199893389501024,0.5607025948830727,166.0
4.328163282250137,0.5750783042950408,167.0
5.119929395404516,0.7217940041666601,181.0
5.241234721724082,0.5929458424439068,200.0
4.55257262264347,0.021897492703735325,288.0
4.528760020825026,-0.28262579415352834,365.0
3.0988257481959374,-1.1714929325803547,373.0
3.9041543012418916,-1.1416825027309125,310.0
4.595987682260836,-1.0790583671209477,247.0
4.035767714251897,-1.0114259159316574,185.0
3.024825799075061,-1.1834328878979814,136.0
3.518053889142787,-0.8041715172448168,165.0
4.165803177426566,-0.5403429444005666,170.0
4.805994794175899,-0.21177394560786783,167.0
5.399650131771775,0.19754071677117482,198.0
5.120050091701927,-0.13656142777564131,191.0
4.776433664517151,-0.11927204078968466,226.0
5.150608779508601,0.031138349287348065,265.0
4.553147287913384,0.11117263916098984,265.0
3.9360408278041907,0.028791945942396042,244.0
4.453427484263219,0.17523996058161814,281.0
4.815233515792927,0.26724126972646567,307.0
4.4898126056537215,0.25526801003025,307.0
4.548075394056271,0.27777381430641374,313.0
4.82379868984565,0.3282953648837681,333.0
4.715680631709109,0.2888180181260809,352.0
