date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO
20230101,0,67.0,40.0,83.0,44.0,64.0,6.0,1.6
20230101,1,64.0,46.0,74.0,24.0,59.0,10.0,1.7
20230101,2,63.0,38.0,75.0,24.0,64.0,6.0,1.8
20230101,3,64.0,42.0,77.0,22.0,66.0,5.0,1.7
20230101,4,75.0,55.0,84.0,26.0,69.0,3.0,1.9
20230101,5,67.0,42.0,84.0,26.0,62.0,6.0,1.5
20230101,6,68.0,47.0,85.0,31.0,67.0,2.0,2.0
20230101,7,72.0,48.0,94.0,30.0,69.0,1.0,2.0
20230101,8,73.0,45.0,95.0,30.0,73.0,,2.1
20230101,9,83.0,56.0,115.0,41.0,64.0,8.0,2.0
20230101,10,82.0,56.0,114.0,49.0,63.0,12.0,2.2
20230101,11,80.0,54.0,110.0,39.0,59.0,17.0,2.2
20230101,12,75.0,35.0,99.0,35.0,48.0,32.0,2.1
20230101,13,57.0,14.0,64.0,24.0,34.0,43.0,1.4
20230101,14,59.0,19.0,68.0,21.0,34.0,45.0,1.2
20230101,15,55.0,26.0,60.0,21.0,39.0,45.0,1.3
20230101,16,55.0,30.0,60.0,17.0,42.0,40.0,1.1
20230101,17,60.0,37.0,70.0,15.0,56.0,24.0,1.1
20230101,18,67.0,40.0,84.0,13.0,67.0,7.0,0.9
20230101,19,69.0,50.0,83.0,14.0,67.0,8.0,0.8
20230101,20,66.0,44.0,81.0,12.0,63.0,9.0,1.2
20230101,21,84.0,62.0,113.0,13.0,75.0,,1.2
20230101,22,92.0,68.0,121.0,11.0,73.0,,1.1
20230101,23,99.0,74.0,118.0,10.0,76.0,,1.5
20230102,0,113.0,85.0,130.0,11.0,73.0,,1.7
20230102,1,105.0,79.0,123.0,10.0,69.0,,1.4
20230102,2,68.0,44.0,86.0,14.0,73.0,2.0,1.0
20230102,3,40.0,19.0,40.0,13.0,65.0,7.0,0.7
20230102,4,27.0,12.0,27.0,12.0,39.0,30.0,0.5
20230102,5,14.0,8.0,11.0,9.0,28.0,38.0,0.4
20230102,6,28.0,5.0,28.0,9.0,22.0,44.0,0.4
20230102,7,18.0,10.0,18.0,12.0,27.0,35.0,0.4
20230102,8,25.0,13.0,25.0,13.0,26.0,37.0,0.6
20230102,9,38.0,1.0,38.0,12.0,33.0,34.0,0.8
20230102,10,23.0,2.0,23.0,9.0,20.0,48.0,0.6
20230102,11,21.0,6.0,21.0,9.0,21.0,47.0,0.4
20230102,12,18.0,12.0,9.0,10.0,15.0,56.0,0.4
20230102,13,19.0,7.0,13.0,8.0,13.0,59.0,0.4
20230102,14,20.0,14.0,17.0,8.0,13.0,61.0,0.4
20230102,15,20.0,12.0,15.0,7.0,14.0,61.0,0.4
20230102,16,20.0,14.0,9.0,7.0,16.0,59.0,0.4
20230102,17,19.0,8.0,19.0,7.0,24.0,52.0,0.4
20230102,18,23.0,3.0,19.0,6.0,45.0,31.0,0.4
20230102,19,39.0,12.0,39.0,6.0,69.0,9.0,0.5
20230102,20,54.0,34.0,58.0,8.0,68.0,8.0,0.6
20230102,21,49.0,24.0,49.0,7.0,62.0,14.0,0.6
20230102,22,47.0,30.0,47.0,8.0,45.0,31.0,0.5
20230102,23,51.0,22.0,51.0,8.0,54.0,24.0,0.6
20230103,0,52.0,25.0,54.0,9.0,59.0,15.0,0.7
20230103,1,47.0,21.0,47.0,8.0,51.0,22.0,0.6
20230103,2,45.0,28.0,45.0,8.0,50.0,22.0,0.6
20230103,3,39.0,22.0,39.0,9.0,56.0,15.0,0.6
20230103,4,51.0,31.0,51.0,8.0,65.0,5.0,0.7
20230103,5,52.0,29.0,53.0,8.0,67.0,3.0,0.7
20230103,6,46.0,21.0,46.0,11.0,66.0,5.0,0.8
20230103,7,52.0,24.0,54.0,14.0,65.0,4.0,1.1
