date,hour,AQI,PM2.5,PM10,SO2,NO2,O3,CO
20210101,0,,,,,,,
20210101,1,,,,,,,
20210101,2,,,,,,,
20210101,3,,,,,,,
20210101,4,,,,,,,
20210101,7,,,,,,,
20210101,8,,,,,,,
20210101,9,,,,,,,
20210101,10,,,,,,,
20210101,11,,,,,,,
20210101,12,,,,,,,
20210101,13,,,,,,,
20210101,15,,,,,,,
20210101,16,,,,,,,
20210101,17,,,,,,,
20210101,18,,,,,,,
20210101,19,,,,,,,
20210101,20,,,,,,,
20210101,21,,,,,,,
20210101,22,,,,,,,
20210101,23,,,,,,,
20210102,0,,,,,,,
20210102,1,,,,,,,
20210102,2,,,,,,,
20210102,3,,,,,,,
20210102,4,,,,,,,
20210102,5,,,,,,,
20210102,6,,,,,,,
20210102,7,,,,,,,
20210102,8,,,,,,,
20210102,9,,,,,,,
20210102,10,,,,,,,
20210102,11,,,,,,,
20210102,12,,,,,,,
20210102,13,,,,,,,
20210102,14,,,,,,,
20210102,15,,,,,,,
20210102,16,,,,,,,
20210102,17,,,,,,,
20210102,18,,,,,,,
20210102,19,,,,,,,
20210102,20,,,,,,,
20210102,21,,,,,,,
20210102,22,,,,,,,
20210102,23,,,,,,,
20210103,0,,,,,,,
20210103,1,,,,,,,
20210103,2,,,,,,,
20210103,3,,,,,,,
20210103,4,,,,,,,
20210103,5,,,,,,,
20210103,6,,,,,,,
20210103,7,,,,,,,
20210103,8,,,,,,,
20210103,9,,,,,,,
20210103,10,,,,,,,
20210103,11,,,,,,,
20210103,12,,,,,,,
20210103,13,,,,,,,
20210103,14,,,,,,,
20210103,15,,,,,,,
20210103,16,,,,,,,
20210103,17,,,,,,,
20210103,18,,,,,,,
20210103,19,,,,,,,
20210103,20,,,,,,,
20210103,21,,,,,,,
20210103,22,,,,,,,
20210103,23,,,,,,,
20210104,0,,,,,,,
20210104,1,,,,,,,
20210104,2,,,,,,,
20210104,3,,,,,,,
20210104,4,,,,,,,
20210104,5,,,,,,,
20210104,6,,,,,,,
20210104,7,,,,,,,
20210104,8,,,,,,,
20210104,9,,,,,,,
20210104,10,,,,,,,
20210104,11,,,,,,,
20210104,12,,,,,,,
20210104,13,,,,,,,
20210104,14,,,,,,,
20210104,15,,,,,,,
20210104,16,,,,,,,
20210104,17,,,,,,,
20210104,18,,,,,,,
20210104,19,,,,,,,
20210104,20,,,,,,,
20210104,21,,,,,,,
20210104,22,,,,,,,
20210104,23,,,,,,,
20210105,0,,,,,,,
20210105,1,,,,,,,
20210105,2,,,,,,,
20210105,3,,,,,,,
20210105,4,,,,,,,
20210105,5,,,,,,,
20210105,6,,,,,,,
20210105,7,,,,,,,
20210105,8,,,,,,,
20210105,9,,,,,,,
20210105,10,,,,,,,
20210105,11,,,,,,,
20210105,12,,,,,,,
20210105,13,,,,,,,
20210105,14,,,,,,,
20210105,15,,,,,,,
20210105,16,,,,,,,
20210105,17,,,,,,,
20210105,18,,,,,,,
20210105,19,,,,,,,
20210105,20,,,,,,,
20210105,21,,,,,,,
20210105,22,,,,,,,
20210105,23,,,,,,,
20210106,0,,,,,,,
20210106,1,,,,,,,
20210106,2,,,,,,,
20210106,3,,,,,,,
20210106,4,,,,,,,
20210106,5,,,,,,,
20210106,6,,,,,,,
20210106,7,,,,,,,
20210106,8,,,,,,,
20210106,9,,,,,,,
20210106,10,,,,,,,
20210106,11,,,,,,,
20210106,12,,,,,,,
20210106,13,,,,,,,
20210106,14,,,,,,,
20210106,15,,,,,,,
20210106,16,,,,,,,
20210106,17,,,,,,,
20210106,18,,,,,,,
20210106,19,,,,,,,
20210106,20,,,,,,,
20210106,21,,,,,,,
20210106,22,,,,,,,
20210106,23,,,,,,,
20210107,0,,,,,,,
20210107,1,,,,,,,
20210107,2,,,,,,,
20210107,3,,,,,,,
20210107,4,,,,,,,
20210107,5,,,,,,,
20210107,6,,,,,,,
20210107,7,,,,,,,
20210107,8,,,,,,,
20210107,9,,,,,,,
20210107,10,,,,,,,
20210107,11,,,,,,,
20210107,12,,,,,,,
20210107,13,,,,,,,
20210107,14,,,,,,,
20210107,16,,,,,,,
20210107,17,,,,,,,
20210107,18,,,,,,,
20210107,19,,,,,,,
20210107,20,,,,,,,
20210107,21,,,,,,,
20210107,22,,,,,,,
20210107,23,,,,,,,
20210108,0,,,,,,,
20210108,1,,,,,,,
20210108,2,,,,,,,
20210108,3,,,,,,,
20210108,4,,,,,,,
20210108,5,,,,,,,
20210108,6,,,,,,,
20210108,7,,,,,,,
20210108,8,,,,,,,
20210108,9,,,,,,,
20210108,10,,,,,,,
20210108,11,,,,,,,
20210108,12,,,,,,,
20210108,13,,,,,,,
20210108,14,,,,,,,
20210108,15,,,,,,,
20210108,16,,,,,,,
20210108,17,,,,,,,
20210108,18,,,,,,,
20210108,19,,,,,,,
20210108,20,,,,,,,
20210108,21,,,,,,,
20210108,22,,,,,,,
20210108,23,,,,,,,
20210109,0,,,,,,,
20210109,1,,,,,,,
20210109,2,,,,,,,
20210109,3,,,,,,,
20210109,4,,,,,,,
20210109,5,,,,,,,
20210109,6,,,,,,,
20210109,7,,,,,,,
20210109,8,,,,,,,
20210109,9,,,,,,,
20210109,10,,,,,,,
20210109,11,,,,,,,
20210109,12,,,,,,,
20210109,13,,,,,,,
20210109,14,,,,,,,
20210109,15,,,,,,,
20210109,16,,,,,,,
20210109,17,,,,,,,
20210109,18,,,,,,,
20210109,19,,,,,,,
20210109,20,,,,,,,
20210109,21,,,,,,,
20210109,22,,,,,,,
20210109,23,,,,,,,
20210110,0,,,,,,,
20210110,1,,,,,,,
20210110,2,,,,,,,
20210110,3,,,,,,,
20210110,4,,,,,,,
20210110,5,,,,,,,
20210110,6,,,,,,,
20210110,7,,,,,,,
20210110,8,,,,,,,
20210110,9,,,,,,,
20210110,10,,,,,,,
20210110,11,,,,,,,
20210110,12,,,,,,,
20210110,13,,,,,,,
20210110,14,,,,,,,
20210110,15,,,,,,,
20210110,16,,,,,,,
20210110,17,,,,,,,
20210110,18,,,,,,,
20210110,19,,,,,,,
20210110,20,,,,,,,
20210110,21,,,,,,,
20210110,22,,,,,,,
20210110,23,,,,,,,
20210111,0,,,,,,,
20210111,1,,,,,,,
20210111,2,,,,,,,
20210111,3,,,,,,,
20210111,4,,,,,,,
20210111,5,,,,,,,
20210111,6,,,,,,,
20210111,7,,,,,,,
20210111,8,,,,,,,
20210111,9,,,,,,,
20210111,10,,,,,,,
20210111,11,,,,,,,
20210111,12,,,,,,,
20210111,13,,,,,,,
20210111,14,,,,,,,
20210111,15,,,,,,,
20210111,16,,,,,,,
20210111,17,,,,,,,
20210111,18,,,,,,,
20210111,19,,,,,,,
20210111,20,,,,,,,
20210111,21,,,,,,,
20210111,22,,,,,,,
20210111,23,,,,,,,
20210112,0,,,,,,,
20210112,1,,,,,,,
20210112,2,,,,,,,
20210112,3,,,,,,,
20210112,4,,,,,,,
20210112,5,,,,,,,
20210112,6,,,,,,,
20210112,7,,,,,,,
20210112,8,,,,,,,
20210112,9,,,,,,,
20210112,10,,,,,,,
20210112,11,,,,,,,
20210112,12,,,,,,,
20210112,13,,,,,,,
20210112,14,,,,,,,
20210112,15,,,,,,,
20210112,16,,,,,,,
20210112,17,,,,,,,
20210112,18,,,,,,,
20210112,19,,,,,,,
20210112,20,,,,,,,
20210112,21,,,,,,,
20210112,22,,,,,,,
20210112,23,,,,,,,
20210113,0,,,,,,,
20210113,1,,,,,,,
20210113,2,,,,,,,
20210113,3,,,,,,,
20210113,4,,,,,,,
20210113,5,,,,,,,
20210113,6,,,,,,,
20210113,7,,,,,,,
20210113,8,,,,,,,
20210113,9,,,,,,,
20210113,10,,,,,,,
20210113,11,,,,,,,
20210113,12,,,,,,,
20210113,13,,,,,,,
20210113,14,,,,,,,
20210113,15,,,,,,,
20210113,16,,,,,,,
20210113,17,,,,,,,
20210113,18,,,,,,,
20210113,19,,,,,,,
20210113,20,,,,,,,
20210113,21,,,,,,,
20210113,22,,,,,,,
20210113,23,,,,,,,
20210114,0,,,,,,,
20210114,1,,,,,,,
20210114,2,,,,,,,
20210114,3,,,,,,,
20210114,4,,,,,,,
20210114,5,,,,,,,
20210114,6,,,,,,,
20210114,7,,,,,,,
20210114,8,,,,,,,
20210114,9,,,,,,,
20210114,10,,,,,,,
20210114,11,,,,,,,
20210114,12,,,,,,,
20210114,13,,,,,,,
20210114,14,,,,,,,
20210114,15,,,,,,,
20210114,16,,,,,,,
20210114,17,,,,,,,
20210114,18,,,,,,,
20210114,19,,,,,,,
20210114,20,,,,,,,
20210114,21,,,,,,,
20210114,22,,,,,,,
20210114,23,,,,,,,
20210115,0,,,,,,,
20210115,1,,,,,,,
20210115,2,,,,,,,
20210115,3,,,,,,,
20210115,4,,,,,,,
20210115,5,,,,,,,
20210115,6,,,,,,,
20210115,7,,,,,,,
20210115,8,,,,,,,
20210115,9,,,,,,,
20210115,10,,,,,,,
20210115,11,,,,,,,
20210115,12,,,,,,,
20210115,13,,,,,,,
20210115,14,,,,,,,
20210115,15,,,,,,,
20210115,16,,,,,,,
20210115,17,,,,,,,
20210115,18,,,,,,,
20210115,19,,,,,,,
20210115,20,,,,,,,
20210115,21,,,,,,,
20210115,22,,,,,,,
20210115,23,,,,,,,
20210116,0,,,,,,,
20210116,1,,,,,,,
20210116,2,,,,,,,
