真实值,预测值
2.0000000526197255,18.695161625742912
14.00000012293458,12.698403920978308
14.00000012293458,10.52299016714096
13.000000182539225,11.786855638027191
16.00000000372529,11.839684586971998
17.000000841915607,11.492955274879932
10.000000361353159,10.96093275398016
8.000000031664968,10.637334231287241
11.000000301748514,10.107933271676302
26.000000305473804,9.35011262446642
32.00000174343586,9.547857351601124
28.000000186264515,9.630461670458317
31.000000007450584,10.895963821560144
40.0000012665987,13.142789084464312
44.00000102818012,16.299081541597843
45.00000096857548,21.83041425794363
47.00000084936619,32.70781251788139
54.000000432133675,36.87232781946659
57.00000025331974,60.744020715355866
67.00000324845314,71.63201475143433
56.000000312924385,74.28025132417679
58.000000193715096,67.81730550527573
60.000000074505806,59.395277708768845
65.00000336766243,51.473321706056595
53.00000049173832,45.30612750351429
58.000000193715096,43.200194999575615
102.00000116229057,43.89632725715637
127.00000685453415,47.77371695637703
134.00000643730164,51.8697592318058
147.00000566244125,55.536501094698906
154.00000524520874,58.665481731295586
157.0000050663948,61.93839326500892
170.00000429153442,64.01184713840485
167.00000447034836,69.15889847278595
165.00000458955765,80.53453522920609
159.00000494718552,92.8251758813858
171.00000423192978,93.56487992405891
182.0000035762787,104.8158309161663
185.00000339746475,119.50464710593224
176.00000393390656,137.3599573969841
176.00000393390656,151.86095488071442
176.00000393390656,157.44769591093063
135.49999916553497,190.27681124210358
95.00000157952309,198.01999831199646
83.00000229477882,196.07033240795135
60.000000074505806,191.2466452717781
52.000000551342964,179.06072342395782
54.000000432133675,157.11115926504135
59.00000013411045,132.7388415336609
58.000000193715096,106.80088430643082
63.00000348687171,93.51410782337189
57.00000025331974,94.33033272624016
66.00000330805779,84.78915682435036
61.000000014901154,79.03126734495163
64.00000342726707,70.21187549829483
77.00000265240669,67.42267075181007
70.0000030696392,61.20272929966449
76.00000271201134,60.13148394227028
77.00000265240669,59.41147392988205
74.00000283122063,60.96578684449195
72.00000295042992,61.535549074411385
74.00000283122063,62.13153409957885
79.0000025331974,63.40369519591331
90.00000187754631,66.40510994195938
86.00000211596489,70.78820958733559
82.00000235438347,77.17363619804382
87.00000205636024,88.96880894899368
103.00000110268593,95.52380388975143
96.00000151991844,99.141766756773
106.000000923872,97.91936504840851
113.00000050663948,95.91183805465698
113.00000050663948,93.06857886910439
116.00000032782555,88.71787884831429
103.00000110268593,87.37201237678528
113.00000050663948,86.97671684622765
130.00000667572021,90.51165163516998
130.00000667572021,93.18664968013763
144.0000058412552,94.01007848978043
139.0000061392784,96.24649292230606
137.0000062584877,98.3959002494812
145.00000578165054,99.87263649702072
143.00000590085983,103.33186921477318
151.00000542402267,107.63528057932854
143.00000590085983,115.31959384679794
152.00000536441803,115.01916292309761
144.0000058412552,119.150563955307
143.00000590085983,124.45750898122787
162.00000476837158,132.34162831306458
175.0000039935112,142.11377453804016
186.0000033378601,152.14947026968002
208.00000202655792,170.99868267774582
205.00000220537186,184.08969676494598
202.0000023841858,200.67968356609344
178.00000381469727,195.47833359241486
144.0000058412552,186.5553577542305
111.00000062584877,175.57865798473358
107.00000086426735,160.47450029850006
114.00000044703484,146.93948709964752
129.00000673532486,143.07764720916748
132.00000655651093,141.05061292648315
129.00000673532486,142.6838527917862
145.00000578165054,136.15202814340591
98.00000140070915,135.73227667808533
102.00000116229057,116.1248225569725
46.00000090897083,102.09102320671082
48.00000078976154,83.20489346981049
34.00000162422657,74.87571203708649
14.00000012293458,62.13929104804992
21.00000060349703,50.4820411503315
10.000000361353159,48.08877116441727
10.000000361353159,43.346880331635475
9.000000420957804,36.31733611226082
12.00000024214387,37.84716795384884
16.00000000372529,33.14866575598717
12.00000024214387,49.00314301252365
4.000000045634806,72.19924160838127
2.0000000526197255,88.79482346773148
4.000000045634806,76.01524367928505
2.0000000526197255,49.772998601198196
6.000000150874257,39.88660976290703
1.0,17.811609283089638
17.000000841915607,9.50933476537466
14.00000012293458,7.744778022170067
14.00000012293458,7.25782660394907
10.000000361353159,7.598120521754026
10.000000361353159,7.813675256446004
11.000000301748514,9.15741440281272
6.000000150874257,9.066004510968924
15.000000063329935,9.117300026118755
16.00000000372529,9.013154912739992
17.000000841915607,8.96108190715313
8.000000031664968,9.12519882619381
14.00000012293458,10.131703291088343
18.000000782310963,10.96654487028718
18.000000782310963,12.29840574041009
22.000000543892384,14.168624870479107
20.000000663101673,16.07146717607975
10.000000361353159,16.098264560103416
14.00000012293458,19.868328258395195
11.000000301748514,22.899977147579193
14.00000012293458,22.758890464901924
25.00000036507845,20.534190461039543
35.000001564621925,19.173822805285454
28.000000186264515,18.18453535437584
25.00000036507845,15.936923623085022
41.00000120699406,14.636710025370121
58.000000193715096,15.23124960064888
66.00000330805779,17.00802892446518
69.00000312924385,19.317215025424957
83.00000229477882,21.860653787851334
59.00000013411045,23.672246009111404
60.000000074505806,19.884247958660126
47.00000084936619,20.149621784687042
50.000000670552254,24.5176959335804
43.00000108778477,28.43084839731455
47.00000084936619,31.362987488508228
53.00000049173832,35.926716297864914
50.000000670552254,40.2827887237072
52.000000551342964,44.319641172885895
48.00000078976154,48.09762701392174
55.00000037252903,51.253764152526855
53.00000049173832,53.763765439391136
48.00000078976154,62.57501608133315
29.00000012665987,68.86367475986481
43.00000108778477,73.05359047651291
64.00000342726707,67.2201641201973
74.00000283122063,58.13903272151947
78.00000259280205,56.139151349663734
78.00000259280205,51.763862520456314
81.00000241398811,49.204367592930794
67.00000324845314,47.981290742754936
51.00000061094761,48.73491060733795
52.000000551342964,48.25269056856632
53.00000049173832,47.66771250963211
60.000000074505806,47.92856504023075
58.000000193715096,48.70909720659256
69.00000312924385,49.132389575242996
72.00000295042992,50.42056015133858
62.00000354647636,51.86219261586666
74.00000283122063,54.357620894908905
73.00000289082527,59.535197257995605
79.0000025331974,62.96101763844489
74.00000283122063,64.63609474897385
79.0000025331974,65.56233903765678
86.00000211596489,73.12558645009995
96.00000151991844,71.08885598182678
97.0000014603138,95.97122180461884
92.00000175833702,110.26100045442581
102.00000116229057,106.87250679731369
93.00000169873238,102.284559071064
103.00000110268593,94.64803004264832
124.00000703334808,90.269814401865
146.0000057220459,87.92723032832146
154.00000524520874,85.86330026388168
151.00000542402267,85.48856064677238
168.0000044107437,91.14938053488731
174.00000405311584,93.81206801533699
178.00000381469727,97.47480571269989
189.00000315904617,99.3549176454544
191.00000303983688,103.7874462902546
203.00000232458115,107.64676517248154
203.00000232458115,113.99760153889656
209.49999475479126,120.44506937265396
216.00000154972076,129.256201505661
210.00000190734863,141.48323518037796
209.00000196695328,151.26200354099274
208.00000202655792,163.584821164608
210.00000190734863,175.01389467716217
215.0000016093254,185.10022604465485
215.0000016093254,191.32412856817245
218.49999421834946,206.80813252925873
222.0000011920929,216.0300094485283
187.00000327825546,217.95469510555267
122.00000715255737,215.3829506635666
84.00000223517418,209.77990567684174
68.0000031888485,194.9098641872406
69.00000312924385,168.14669692516327
59.00000013411045,140.43324601650238
45.00000096857548,118.21145606040955
42.00000114738941,103.88016337156296
44.00000102818012,92.27523696422577
45.00000096857548,86.56805494427681
39.000001326203346,81.36906796693802
44.00000102818012,75.40574145317078
29.00000012665987,65.48881322145462
25.00000036507845,60.64748261868953
21.00000060349703,50.75312854349613
25.00000036507845,47.16253764927387
23.00000048428774,42.34199279546738
36.00000150501728,37.69514612853527
44.00000102818012,38.51082517206669
40.0000012665987,38.732260912656784
63.00000348687171,39.404540553689
66.00000330805779,58.313054114580154
78.00000259280205,67.58817386627197
90.00000187754631,82.89075142145157
110.00000068545341,92.28441601991653
139.0000061392784,99.05236792564392
128.0000067949295,101.28962987661362
125.00000697374344,92.23069196939468
129.00000673532486,80.65368339419365
130.00000667572021,73.70556917786598
138.00000619888306,80.04316845536232
187.00000327825546,82.59342327713966
205.00000220537186,80.5203572511673
230.00000071525574,81.90057694911957
225.00000101327896,98.39231625199318
230.00000071525574,85.1751440167427
153.00000530481339,103.57718271017075
185.00000339746475,111.37162309885025
180.00000369548798,122.31881773471832
185.00000339746475,132.23298794031143
160.00000488758087,145.2928305864334
128.0000067949295,148.60542106628418
103.00000110268593,148.22395157814026
120.00000008940697,146.83327436447144
98.00000140070915,159.5599129796028
93.00000169873238,169.03402000665665
154.00000524520874,186.9988541007042
234.00000047683716,264.7779918909073
233.0000005364418,247.85319221019745
192.00000298023224,227.92722916603088
162.00000476837158,204.96322852373123
129.00000673532486,178.87421190738678
80.00000247359276,148.5660473704338
65.00000336766243,127.81238919496536
57.00000025331974,111.4349427819252
57.00000025331974,103.41802880167961
57.00000025331974,92.17258667945862
57.00000025331974,79.01176005601883
57.00000025331974,72.15065294504166
57.00000025331974,76.61136516928673
57.00000025331974,68.70254570245743
45.500000938773155,62.634040713310235
34.00000162422657,54.453965067863464
38.00000138580799,45.5248698592186
43.00000108778477,48.03474186360836
45.00000096857548,50.657269179821014
53.00000049173832,47.13266262412071
66.00000330805779,50.22974640130997
70.0000030696392,52.478679686784744
65.00000336766243,80.29262617230415
84.00000223517418,79.33263915777206
85.00000217556953,85.51294475793839
84.00000223517418,86.74834653735161
75.00000277161598,86.08514899015427
81.00000241398811,82.22748923301697
89.00000193715096,76.55098307132721
88.0000019967556,70.25157958269119
94.00000163912773,65.89665633440018
111.00000062584877,66.80059939622879
132.00000655651093,69.72071701288223
132.00000655651093,67.89714461565018
137.0000062584877,71.66325801610947
130.00000667572021,70.50396770238876
130.00000667572021,56.92685869336128
219.00000137090683,66.44464164972305
120.00000008940697,69.34733486175537
95.00000157952309,72.18879845738411
50.000000670552254,77.18114894628525
16.00000000372529,75.94413831830025
22.000000543892384,69.09152793884277
31.000000007450584,67.14407420158386
21.00000060349703,75.90436959266663
12.00000024214387,71.62155723571777
9.000000420957804,68.05588912963867
6.000000150874257,91.41694498062134
13.000000182539225,124.32979226112366
2.0000000526197255,148.0111813545227
8.000000031664968,152.02794474363327
6.000000150874257,105.96471399068832
3.000000105239451,81.81377813220024
2.0000000526197255,43.00878870487213
2.0000000526197255,8.753903150558472
7.50000006146729,0.9832776710391045
13.000000182539225,4.125639941543341
13.000000182539225,5.5541753731667995
12.00000024214387,5.361680950969458
16.00000000372529,5.54424980096519
13.000000182539225,6.719656880944967
18.000000782310963,7.206795938313007
12.00000024214387,7.712697563692927
15.000000063329935,7.6900973711162806
15.000000063329935,8.412649938836694
29.00000012665987,8.470696423202753
29.00000012665987,10.365157812833786
33.000001683831215,12.750115115195513
26.000000305473804,15.50581056252122
34.00000162422657,17.7270675227046
28.000000186264515,15.085128981620073
15.000000063329935,26.868198558688164
17.000000841915607,37.76308047771454
20.000000663101673,38.9876476675272
21.00000060349703,34.88310506939888
23.00000048428774,30.95232889056206
29.00000012665987,27.229912966489792
24.000000424683094,23.80345694720745
26.000000305473804,21.251871593296528
13.000000182539225,21.228660002350807
26.000000305473804,20.639954298734665
18.000000782310963,21.183892354369164
22.000000543892384,19.60907380282879
20.000000663101673,19.17245815694332
18.000000782310963,18.36261837184429
17.000000841915607,17.37382470816374
22.000000543892384,17.036711677908897
29.00000012665987,17.399925403296947
20.000000663101673,18.93008942902088
27.00000024586916,20.057005256414413
29.00000012665987,20.437799602746964
20.000000663101673,20.585099026560783
37.000001445412636,21.5018590092659
38.00000138580799,23.985930182039738
25.00000036507845,27.909723311662674
31.000000007450584,29.813691452145576
24.000000424683094,32.42750297486782
22.000000543892384,30.85058178752661
11.000000301748514,27.315402798354626
25.00000036507845,24.686711221933365
17.000000841915607,25.208340868353844
14.00000012293458,34.713220715522766
12.00000024214387,36.2630949318409
22.000000543892384,35.96995410323143
19.000000722706318,32.54125000536442
19.000000722706318,30.785132534801964
8.000000031664968,31.335242033004764
11.000000301748514,29.09368323534727
13.000000182539225,26.994277700781822
13.000000182539225,20.079468086361885
7.000000091269612,16.717258274555206
5.000000210478902,15.811964929103851
16.00000000372529,15.398407351225615
13.000000182539225,12.690076872706413
15.000000063329935,12.52167298272252
25.00000036507845,11.827300403267145
22.000000543892384,11.523948952555656
15.000000063329935,11.526039019227028
6.000000150874257,14.618749637156725
12.00000024214387,19.460535421967506
11.000000301748514,27.966508843004704
2.0000000526197255,22.206082195043564
3.000000105239451,20.04181097447872
7.000000091269612,17.95851008594036
4.000000045634806,14.841640703380108
7.000000091269612,9.780423954129219
20.000000663101673,6.099756393581629
18.000000782310963,5.433408483862877
17.000000841915607,6.069277601316571
30.000000067055225,5.72190816141665
18.000000782310963,5.804881922900677
26.000000305473804,8.049599612131715
20.000000663101673,8.18195972777903
22.000000543892384,7.630973981693387
11.000000301748514,8.435232624411583
12.00000024214387,8.911755256354809
25.00000036507845,8.976286962628365
21.00000060349703,9.81062038987875
24.000000424683094,11.39580488204956
19.000000722706318,15.081040423363447
25.00000036507845,16.445572949945927
18.000000782310963,16.95405349135399
18.000000782310963,17.192879520356655
18.000000782310963,20.94646329432726
13.000000182539225,24.688531950116158
6.000000150874257,26.92042149603367
7.000000091269612,24.73425844311714
19.000000722706318,22.761118791997433
22.000000543892384,19.5236324518919
20.000000663101673,16.400334857404232
14.00000012293458,14.552303832024336
14.00000012293458,14.375500172376633
14.00000012293458,14.641861572861671
24.000000424683094,13.649362709373236
34.00000162422657,13.282926797866821
24.000000424683094,12.969186961650848
35.000001564621925,14.016423486173153
47.00000084936619,14.2531558573246
36.00000150501728,14.945619724690914
49.0000007301569,18.21396327763796
35.000001564621925,21.731805846095085
40.0000012665987,23.06167720258236
40.0000012665987,27.096734061837196
42.00000114738941,32.32491014897823
41.00000120699406,37.46650288999081
56.000000312924385,40.46304440498352
42.00000114738941,39.36201739311218
42.00000114738941,52.318125218153
46.00000090897083,61.277810096740716
54.000000432133675,58.91321209073067
46.00000090897083,56.061750650405884
45.00000096857548,44.185571655631065
58.000000193715096,44.723372384905815
68.0000031888485,43.0371518433094
60.000000074505806,37.890861839056015
63.00000348687171,38.610588148236275
66.00000330805779,38.62262937426567
73.00000289082527,41.76688688993454
50.000000670552254,45.12150853872299
47.00000084936619,46.65375365316868
30.000000067055225,46.20609512925148
27.00000024586916,43.65202288329601
24.000000424683094,40.28723819553852
24.000000424683094,39.107970148324966
35.000001564621925,40.65409517288208
34.00000162422657,40.561457097530365
46.00000090897083,37.13627953827381
45.00000096857548,56.61291056871414
45.00000096857548,58.33069758117199
28.000000186264515,57.6813368499279
16.00000000372529,60.22675794363022
7.000000091269612,56.489819288253784
3.000000105239451,52.289639979600906
3.000000105239451,47.36034342646599
3.000000105239451,39.58177246153355
2.500000022817403,34.62850119173527
2.0000000526197255,26.8830498829484
7.000000091269612,19.33360517024994
7.000000091269612,10.917248744517565
12.00000024214387,5.268321048468351
9.000000420957804,6.146958861500025
18.000000782310963,7.857015859335661
24.000000424683094,7.758774645626545
9.000000420957804,-0.16943629458546638
23.00000048428774,-7.042091742157936
15.000000063329935,8.38057217374444
10.000000361353159,7.738870531320572
10.000000361353159,7.497129362076521
7.000000091269612,8.733248479664326
11.000000301748514,9.687459979206324
14.00000012293458,11.360350959002972
11.000000301748514,12.319853164255619
16.00000000372529,3.5654087029397488
18.000000782310963,5.255505923181772
14.00000012293458,5.1569953709840775
2.0000000526197255,19.594195544719696
8.000000031664968,20.72658433020115
2.0000000526197255,20.872341342270374
2.0000000526197255,19.476266585290432
2.0000000526197255,16.776606112718582
2.0000000526197255,13.91135723516345
9.000000420957804,8.986758843064308
14.00000012293458,6.345962297171354
22.000000543892384,5.350598121061921
19.000000722706318,5.504843335598707
45.00000096857548,3.7866370528936386
36.00000150501728,3.9819541424512863
30.000000067055225,4.7749934904277325
26.000000305473804,12.523435354232788
27.00000024586916,16.609713211655617
23.00000048428774,18.069416493177414
29.00000012665987,2.605974730104208
22.000000543892384,5.725424375385046
19.000000722706318,8.828258529305458
36.00000150501728,11.18675871193409
36.00000150501728,13.656700387597084
27.00000024586916,18.676246881484985
13.000000182539225,20.225781731307507
12.00000024214387,19.2215783149004
2.0000000526197255,21.0394120067358
2.0000000526197255,23.642561316490173
2.0000000526197255,50.19113044440746
2.0000000526197255,40.70229598879814
2.0000000526197255,32.970065608620644
2.0000000526197255,26.241828560829163
15.000000063329935,20.413196429610252
14.00000012293458,16.011379554867744
20.000000663101673,15.954604797065258
29.00000012665987,15.082588221877813
39.000001326203346,15.016232196241617
50.000000670552254,17.00474838167429
39.000001326203346,18.00334596633911
29.00000012665987,18.78230519592762
41.00000120699406,18.552185982465744
47.00000084936619,-2.1254235729575157
43.00000108778477,-3.270101375877857
46.00000090897083,24.954442657530308
45.00000096857548,26.129537753760815
44.00000102818012,29.91764533519745
44.00000102818012,36.25635069608688
37.000001445412636,38.82792994379997
28.000000186264515,41.78600633144379
10.000000361353159,42.36250561475754
2.0000000526197255,44.91228999197483
4.000000045634806,50.84931829571724
7.000000091269612,63.01737043261527
3.000000105239451,58.16443672776222
2.0000000526197255,44.15425297617912
13.000000182539225,34.31113067269325
11.000000301748514,24.09465853869915
8.000000031664968,18.982405737042427
15.000000063329935,13.98376439884305
8.000000031664968,8.192078325897455
21.00000060349703,-8.241838492453098
50.000000670552254,-1.7464086562395096
54.000000432133675,-0.35004301369190216
52.000000551342964,-1.498083956539631
55.00000037252903,20.35696753114462
50.000000670552254,20.883764885365963
32.00000174343586,24.84135640412569
26.000000305473804,24.895198963582516
28.000000186264515,26.48878502100706
29.00000012665987,28.98800379037857
17.000000841915607,34.152939200401306
6.000000150874257,36.24492356181145
5.000000210478902,39.23347470164299
13.000000182539225,35.23270283639431
6.000000150874257,48.1680069565773
2.0000000526197255,75.09428560733795
7.000000091269612,65.83352339267731
3.000000105239451,58.02931499481201
4.000000045634806,40.5899602919817
2.0000000526197255,26.80854008346796
2.0000000526197255,14.027900896966457
14.00000012293458,5.9614178612828255
22.000000543892384,5.505958396941423
58.000000193715096,6.191195912659168
64.00000342726707,6.306330934166908
64.00000342726707,7.59326883777976
78.00000259280205,8.480111598968506
84.00000223517418,12.707147546112537
83.00000229477882,16.782344818115234
79.0000025331974,23.057197205722332
81.00000241398811,32.9531439691782
68.0000031888485,38.85071597993374
74.00000283122063,45.507018104195595
65.00000336766243,55.93906517326832
69.00000312924385,67.83832108974457
82.00000235438347,75.84097808599472
74.00000283122063,80.15963760018349
78.00000259280205,77.27635112404823
90.00000187754631,87.55348187685013
82.00000235438347,96.86932560801506
67.00000324845314,93.78222531080246
43.00000108778477,89.008584856987
19.000000722706318,85.63113766908646
22.000000543892384,75.75780636072159
11.000000301748514,60.77399629354476
10.000000361353159,44.87715029716492
26.000000305473804,39.62270113825798
26.000000305473804,36.37023778259754
26.000000305473804,36.0363909304142
52.50000052154064,35.392625257372856
79.0000025331974,35.31041596829891
94.00000163912773,37.44002152979374
96.00000151991844,39.65723392367363
104.00000104308128,42.47868746519089
105.00000098347664,45.54628765583038
103.00000110268593,53.5993432700634
105.00000098347664,58.6401280015707
93.00000169873238,60.79985278844833
112.00000056624413,69.27637314796448
112.00000056624413,81.15336015820503
135.000006377697,94.24140074849129
133.00000649690628,83.03662514686584
141.00000602006912,109.21807873249054
134.00000643730164,164.6722447872162
141.00000602006912,158.8469775915146
133.00000649690628,142.6918539404869
148.0000056028366,129.2595053911209
140.00000607967377,121.31928464770317
146.0000057220459,116.26314762234688
159.00000494718552,115.16636538505554
170.00000429153442,117.14328116178513
170.00000429153442,121.03565326333046
180.49999648332596,124.995654463768
191.00000303983688,127.98702108860016
157.0000050663948,133.97262728214264
146.0000057220459,138.7222068309784
159.00000494718552,143.29619204998016
140.00000607967377,146.09420955181122
104.00000104308128,148.36363410949707
60.000000074505806,143.23692321777344
46.00000090897083,131.0735827088356
30.000000067055225,116.80820971727371
22.000000543892384,105.78279200196266
21.00000060349703,88.72455126047134
14.00000012293458,65.33475160598755
7.000000091269612,69.35115587711334
5.000000210478902,94.87842577695847
2.0000000526197255,156.97410547733307
2.0000000526197255,190.2491016983986
4.000000045634806,151.1675124168396
2.0000000526197255,80.86698511242867
2.0000000526197255,45.088907808065414
4.000000045634806,16.112991988658905
4.000000045634806,2.6348523050546646
18.000000782310963,5.08673932403326
27.00000024586916,5.330855160951614
19.000000722706318,6.753281546756625
15.000000063329935,6.262583181262016
16.00000000372529,5.609382132068276
23.00000048428774,5.728393383324146
30.000000067055225,1.9383968412876127
17.000000841915607,8.259425517171621
6.000000150874257,6.98900748975575
2.0000000526197255,7.110881809145212
2.0000000526197255,7.457749830558896
10.000000361353159,8.325896460562944
11.000000301748514,9.446633663028479
9.000000420957804,10.885973159223795
12.00000024214387,13.247247528284788
12.00000024214387,13.458564221858978
2.0000000526197255,14.397074185311794
8.000000031664968,17.983648344874382
16.00000000372529,21.892539873719215
8.000000031664968,20.172573015093803
10.000000361353159,18.257344730198383
8.000000031664968,14.91262935101986
8.000000031664968,9.460714679211378
5.000000210478902,5.7803568579256535
14.00000012293458,4.629986586049199
23.00000048428774,5.09731624647975
28.000000186264515,6.001402955502272
23.00000048428774,6.352350108325481
25.00000036507845,7.366126263514161
28.000000186264515,7.394784327596426
19.000000722706318,2.9823815524578094
12.00000024214387,3.96724646538496
10.000000361353159,6.433143574744463
20.000000663101673,10.214163064956665
14.00000012293458,12.94267238304019
17.000000841915607,14.166469264775515
18.000000782310963,15.978302095085382
27.00000024586916,18.22335959970951
30.000000067055225,21.79296363890171
20.000000663101673,23.577252119779587
6.000000150874257,25.9356230199337
2.0000000526197255,28.268051236867905
2.0000000526197255,30.905544795095924
7.000000091269612,28.975619606673717
4.000000045634806,24.611043266952038
28.000000186264515,18.747905284166336
