date,PM2.5,PM10,SO2,NO2,O3,CO
20200615,20.0,37.0,8.0,13.0,150.0,0.4
20200615,23.0,49.0,8.0,11.0,162.0,0.4
20200615,21.0,57.0,8.0,16.0,178.0,0.4
20200615,22.0,57.0,8.0,31.0,194.0,0.4
20200615,31.0,56.0,7.0,29.0,192.0,0.4
20200615,23.0,68.0,12.0,29.0,207.0,0.4
20200615,15.0,64.0,10.0,46.0,182.0,0.7
20200615,30.0,59.0,9.0,51.0,155.0,0.8
20200615,28.0,72.0,12.0,67.0,130.0,0.8
20200615,86.0,158.0,46.0,78.0,116.0,4.6
20200616,74.0,148.0,58.0,74.0,126.0,4.8
20200616,74.0,119.0,44.0,45.0,166.0,3.1
20200616,48.0,81.0,42.0,35.0,145.0,1.8
20200616,45.0,74.0,34.0,32.0,147.0,1.4
20200616,37.0,63.0,44.0,39.0,116.0,1.4
20200616,40.0,80.0,42.0,57.0,78.0,3.0
20200616,39.0,80.0,38.0,63.0,68.0,3.1
20200616,32.0,71.0,66.0,69.0,59.0,3.8
20200616,25.0,80.0,68.0,68.0,73.0,4.0
20200616,20.0,70.0,51.0,53.0,108.0,2.4
20200616,27.0,86.0,43.0,47.0,141.0,1.8
20200616,36.0,124.0,,42.0,169.0,1.4
20200616,41.0,137.0,30.0,33.0,,1.0
20200616,43.0,108.0,17.0,25.0,220.0,
20200616,,,14.0,19.0,227.0,0.6
20200616,46.0,124.0,22.0,24.0,245.0,1.0
20200616,46.0,122.0,24.0,22.0,269.0,1.1
20200616,48.0,118.0,18.0,27.0,270.0,0.9
20200616,52.0,121.0,19.0,30.0,272.0,1.0
20200616,57.0,130.0,26.0,36.0,269.0,1.5
20200616,45.0,92.0,29.0,42.0,229.0,1.5
20200616,52.0,105.0,28.0,41.0,188.0,1.3
20200616,47.0,62.0,27.0,35.0,168.0,1.0
20200616,38.0,90.0,21.0,50.0,138.0,1.0
20200617,50.0,151.0,17.0,51.0,101.0,1.1
20200617,49.0,147.0,11.0,33.0,112.0,0.7
20200617,45.0,109.0,8.0,26.0,110.0,0.6
20200617,35.0,74.0,8.0,31.0,96.0,0.5
20200617,43.0,80.0,8.0,26.0,95.0,0.5
20200617,37.0,72.0,10.0,50.0,60.0,0.5
20200617,30.0,63.0,,,,
20200617,23.0,71.0,,,,
20200617,30.0,64.0,,,,
20200617,24.0,63.0,,,,
20200617,,,9.0,21.0,121.0,0.5
20200617,26.0,71.0,8.0,16.0,143.0,0.5
20200617,20.0,56.0,7.0,15.0,152.0,0.4
20200617,23.0,51.0,7.0,15.0,153.0,0.4
20200617,20.0,54.0,7.0,18.0,148.0,0.4
20200617,19.0,59.0,7.0,25.0,153.0,0.5
20200617,21.0,58.0,7.0,19.0,157.0,0.4
20200617,21.0,79.0,7.0,23.0,170.0,0.5
20200617,23.0,74.0,7.0,28.0,167.0,0.5
20200617,15.0,70.0,7.0,29.0,161.0,0.5
20200617,19.0,73.0,8.0,32.0,142.0,0.5
20200617,21.0,66.0,9.0,31.0,123.0,0.5
20200617,26.0,63.0,9.0,30.0,116.0,0.6
20200617,24.0,69.0,9.0,26.0,105.0,0.6
20200618,34.0,53.0,9.0,26.0,108.0,0.6
20200618,31.0,50.0,7.0,22.0,107.0,0.5
20200618,25.0,49.0,7.0,21.0,101.0,0.5
20200618,28.0,46.0,7.0,24.0,90.0,0.5
20200618,30.0,37.0,7.0,25.0,87.0,0.5
20200618,38.0,39.0,9.0,34.0,72.0,0.6
20200618,32.0,44.0,8.0,39.0,68.0,0.6
20200618,28.0,46.0,9.0,44.0,69.0,0.6
20200618,34.0,51.0,9.0,41.0,76.0,0.6
20200618,26.0,55.0,8.0,35.0,90.0,0.6
20200618,27.0,53.0,7.0,33.0,106.0,0.6
20200618,,56.0,8.0,34.0,109.0,0.6
20200618,26.0,61.0,8.0,28.0,125.0,0.6
20200618,24.0,63.0,8.0,25.0,135.0,0.6
20200618,21.0,68.0,14.0,33.0,142.0,0.9
20200618,29.0,85.0,14.0,33.0,152.0,1.0
20200618,30.0,61.0,12.0,33.0,155.0,0.8
20200618,46.0,79.0,11.0,42.0,143.0,0.8
20200618,41.0,83.0,11.0,45.0,144.0,0.9
20200618,36.0,79.0,12.0,51.0,132.0,1.0
20200618,41.0,88.0,14.0,59.0,114.0,1.1
20200618,48.0,120.0,14.0,67.0,85.0,1.2
20200618,71.0,113.0,18.0,63.0,80.0,1.3
20200618,63.0,112.0,23.0,75.0,67.0,1.3
20200619,91.0,124.0,16.0,83.0,41.0,1.2
20200619,73.0,122.0,16.0,84.0,34.0,1.2
20200619,82.0,131.0,17.0,88.0,29.0,1.1
20200619,62.0,111.0,11.0,75.0,45.0,0.8
20200619,63.0,94.0,10.0,51.0,54.0,0.8
20200619,63.0,92.0,11.0,65.0,31.0,0.8
20200619,76.0,110.0,12.0,82.0,16.0,0.9
20200619,81.0,125.0,21.0,78.0,28.0,1.1
20200619,71.0,155.0,25.0,86.0,44.0,1.3
20200619,55.0,105.0,19.0,47.0,111.0,0.8
20200619,52.0,89.0,16.0,26.0,154.0,0.7
20200619,,,8.0,16.0,181.0,0.6
20200619,43.0,81.0,8.0,14.0,201.0,0.6
20200619,24.0,77.0,8.0,14.0,215.0,0.6
20200619,31.0,53.0,8.0,14.0,217.0,0.5
20200619,25.0,55.0,7.0,14.0,214.0,0.5
20200619,26.0,52.0,7.0,14.0,210.0,0.5
20200619,29.0,48.0,7.0,15.0,215.0,0.5
20200619,30.0,54.0,8.0,17.0,238.0,0.6
20200619,35.0,75.0,10.0,27.0,252.0,0.7
20200619,38.0,69.0,12.0,36.0,212.0,0.8
20200619,26.0,57.0,12.0,30.0,192.0,0.7
20200619,29.0,55.0,10.0,29.0,174.0,0.7
20200619,33.0,73.0,8.0,31.0,154.0,0.7
20200620,29.0,68.0,9.0,28.0,162.0,0.7
20200620,27.0,66.0,10.0,26.0,159.0,0.7
20200620,32.0,76.0,12.0,33.0,126.0,0.8
20200620,36.0,78.0,14.0,40.0,93.0,0.9
20200620,33.0,73.0,17.0,50.0,67.0,0.9
20200620,40.0,73.0,16.0,50.0,63.0,0.8
20200620,36.0,67.0,14.0,49.0,71.0,0.7
20200620,36.0,63.0,15.0,44.0,95.0,0.7
20200620,27.0,58.0,15.0,42.0,110.0,0.9
20200620,37.0,54.0,14.0,32.0,127.0,1.2
20200620,,50.0,12.0,16.0,154.0,0.7
20200620,31.0,46.0,10.0,12.0,168.0,0.7
20200620,24.0,44.0,10.0,14.0,182.0,0.7
20200620,24.0,37.0,10.0,15.0,200.0,0.7
20200620,28.0,48.0,10.0,16.0,233.0,0.9
20200620,34.0,49.0,11.0,18.0,248.0,0.8
20200620,33.0,53.0,16.0,19.0,242.0,0.9
20200620,33.0,87.0,21.0,20.0,221.0,0.9
20200620,30.0,75.0,17.0,20.0,223.0,0.9
20200620,28.0,73.0,16.0,19.0,214.0,0.8
20200620,38.0,80.0,16.0,28.0,197.0,1.0
20200620,70.0,124.0,33.0,49.0,176.0,1.8
20200620,60.0,117.0,29.0,39.0,170.0,1.5
20200620,72.0,124.0,21.0,32.0,167.0,1.2
20200621,55.0,138.0,16.0,28.0,164.0,1.2
20200621,48.0,101.0,12.0,20.0,172.0,1.0
20200621,54.0,99.0,14.0,21.0,160.0,1.0
20200621,57.0,86.0,21.0,31.0,118.0,1.4
20200621,77.0,108.0,25.0,33.0,106.0,1.5
20200621,88.0,109.0,22.0,29.0,101.0,1.6
20200621,71.0,127.0,22.0,34.0,96.0,1.6
20200621,58.0,95.0,17.0,46.0,84.0,1.1
20200621,55.0,88.0,15.0,33.0,114.0,0.9
20200621,42.0,85.0,12.0,21.0,144.0,0.8
20200621,33.0,63.0,11.0,19.0,160.0,0.8
20200621,41.0,64.0,10.0,16.0,173.0,0.7
20200621,31.0,61.0,10.0,13.0,183.0,0.7
20200621,34.0,55.0,10.0,14.0,211.0,0.7
20200621,42.0,58.0,11.0,16.0,256.0,0.8
20200621,43.0,90.0,20.0,20.0,281.0,1.1
20200621,42.0,69.0,18.0,18.0,231.0,0.9
20200621,43.0,82.0,14.0,17.0,232.0,0.9
20200621,49.0,80.0,15.0,18.0,230.0,0.9
20200621,88.0,128.0,14.0,20.0,237.0,1.1
20200621,82.0,127.0,23.0,39.0,186.0,1.5
20200621,63.0,106.0,21.0,39.0,140.0,1.4
20200621,47.0,61.0,18.0,37.0,114.0,1.0
20200621,38.0,61.0,11.0,26.0,111.0,0.7
20200622,28.0,56.0,9.0,18.0,111.0,0.5
20200622,23.0,37.0,13.0,19.0,101.0,0.6
20200622,21.0,28.0,26.0,22.0,90.0,0.8
20200622,29.0,35.0,22.0,22.0,81.0,0.8
20200622,27.0,41.0,19.0,25.0,71.0,0.8
20200622,29.0,54.0,20.0,28.0,62.0,0.9
20200622,30.0,56.0,23.0,36.0,52.0,1.1
20200622,36.0,78.0,27.0,43.0,47.0,1.2
20200622,38.0,86.0,35.0,46.0,59.0,1.3
20200622,38.0,67.0,18.0,33.0,112.0,1.1
20200622,32.0,61.0,15.0,23.0,142.0,0.8
20200622,37.0,71.0,14.0,20.0,172.0,0.8
20200622,42.0,76.0,13.0,17.0,201.0,0.8
20200622,47.0,97.0,19.0,24.0,213.0,1.2
20200622,50.0,95.0,22.0,23.0,243.0,1.3
20200622,55.0,76.0,20.0,19.0,234.0,1.0
20200622,51.0,80.0,16.0,18.0,214.0,0.8
20200622,43.0,61.0,12.0,16.0,169.0,0.6
20200622,43.0,68.0,18.0,29.0,148.0,1.1
20200622,38.0,73.0,24.0,40.0,107.0,1.3
20200622,36.0,67.0,19.0,36.0,116.0,1.0
20200622,36.0,69.0,19.0,34.0,122.0,1.0
20200622,43.0,69.0,18.0,28.0,126.0,0.9
20200622,34.0,45.0,16.0,22.0,121.0,0.8
20200623,36.0,48.0,14.0,21.0,111.0,0.6
20200623,35.0,57.0,18.0,21.0,104.0,0.7
20200623,35.0,61.0,21.0,32.0,80.0,1.5
20200623,44.0,86.0,27.0,40.0,60.0,2.2
20200623,43.0,63.0,29.0,41.0,50.0,2.4
20200623,47.0,71.0,26.0,48.0,35.0,1.9
20200623,46.0,67.0,20.0,45.0,32.0,1.4
20200623,44.0,68.0,20.0,45.0,30.0,1.1
20200623,38.0,63.0,23.0,44.0,29.0,0.8
20200623,37.0,62.0,21.0,44.0,30.0,1.0
20200623,44.0,75.0,25.0,38.0,44.0,1.2
20200623,46.0,63.0,21.0,32.0,62.0,1.1
20200623,44.0,71.0,20.0,27.0,76.0,1.0
20200623,45.0,66.0,20.0,21.0,95.0,0.9
20200623,40.0,64.0,19.0,18.0,110.0,0.9
20200623,36.0,53.0,13.0,14.0,114.0,0.6
20200623,28.0,39.0,13.0,16.0,112.0,0.8
20200623,27.0,39.0,24.0,31.0,92.0,1.3
20200623,21.0,37.0,17.0,22.0,96.0,0.8
20200623,16.0,31.0,11.0,16.0,102.0,0.5
20200623,21.0,29.0,9.0,24.0,88.0,0.5
20200623,29.0,28.0,9.0,25.0,78.0,0.5
20200623,26.0,32.0,10.0,26.0,70.0,0.7
20200623,25.0,42.0,24.0,38.0,56.0,1.7
20200624,24.0,40.0,25.0,42.0,56.0,2.1
20200624,32.0,44.0,40.0,55.0,41.0,2.3
20200624,29.0,49.0,58.0,49.0,42.0,2.3
20200624,29.0,50.0,37.0,37.0,50.0,2.1
20200624,36.0,50.0,41.0,43.0,44.0,2.5
20200624,35.0,71.0,31.0,49.0,33.0,2.0
20200624,35.0,65.0,32.0,50.0,35.0,2.1
20200624,34.0,59.0,38.0,40.0,50.0,2.3
20200624,33.0,60.0,56.0,47.0,53.0,2.8
20200624,42.0,70.0,,54.0,48.0,3.7
20200624,,,44.0,,64.0,3.3
20200624,50.0,85.0,41.0,48.0,56.0,3.0
20200624,49.0,89.0,33.0,50.0,70.0,2.8
20200624,54.0,95.0,28.0,42.0,100.0,2.5
20200624,59.0,83.0,25.0,34.0,143.0,2.3
20200624,70.0,83.0,24.0,31.0,170.0,2.1
20200624,73.0,93.0,22.0,24.0,184.0,1.8
20200624,71.0,102.0,22.0,23.0,177.0,1.8
20200624,71.0,86.0,16.0,21.0,152.0,1.3
20200624,43.0,66.0,14.0,25.0,120.0,0.9
20200624,35.0,62.0,15.0,28.0,107.0,1.0
20200624,33.0,55.0,18.0,28.0,100.0,1.1
20200624,31.0,41.0,17.0,27.0,85.0,1.0
20200624,27.0,38.0,16.0,28.0,72.0,0.9
20200625,22.0,43.0,18.0,35.0,62.0,1.2
20200625,24.0,42.0,12.0,22.0,77.0,0.6
20200625,24.0,39.0,12.0,22.0,75.0,0.7
20200625,26.0,44.0,25.0,37.0,55.0,1.8
20200625,27.0,42.0,17.0,27.0,64.0,1.2
20200625,23.0,39.0,14.0,25.0,60.0,1.1
20200625,23.0,43.0,14.0,24.0,54.0,1.1
20200625,25.0,49.0,12.0,35.0,44.0,1.1
20200625,33.0,54.0,18.0,48.0,44.0,1.5
20200625,35.0,55.0,17.0,48.0,49.0,2.2
20200625,43.0,55.0,16.0,46.0,48.0,2.5
20200625,54.0,79.0,18.0,65.0,36.0,4.3
20200625,49.0,66.0,22.0,45.0,63.0,3.3
20200625,48.0,60.0,37.0,39.0,81.0,3.2
20200625,35.0,47.0,38.0,43.0,102.0,3.0
20200625,31.0,36.0,23.0,26.0,135.0,1.7
20200625,25.0,37.0,23.0,27.0,133.0,2.1
20200625,19.0,32.0,31.0,34.0,123.0,2.2
20200625,29.0,38.0,17.0,25.0,135.0,1.4
20200625,33.0,68.0,15.0,24.0,129.0,1.5
20200625,30.0,41.0,11.0,18.0,132.0,1.1
20200625,35.0,48.0,12.0,28.0,109.0,1.4
20200625,34.0,54.0,14.0,60.0,47.0,1.2
20200625,32.0,55.0,12.0,76.0,26.0,1.2
20200626,39.0,69.0,13.0,60.0,38.0,1.1
20200626,46.0,50.0,13.0,33.0,61.0,1.2
20200626,42.0,69.0,14.0,42.0,46.0,1.1
20200626,38.0,51.0,14.0,45.0,48.0,1.1
20200626,40.0,59.0,25.0,53.0,27.0,1.6
20200626,39.0,80.0,22.0,69.0,13.0,1.8
20200626,44.0,105.0,31.0,78.0,7.0,2.8
20200626,51.0,131.0,61.0,82.0,10.0,5.3
20200626,80.0,133.0,66.0,83.0,18.0,4.5
20200626,77.0,116.0,52.0,66.0,42.0,3.1
20200626,72.0,110.0,47.0,39.0,89.0,2.9
20200626,56.0,81.0,33.0,29.0,110.0,2.0
20200626,47.0,58.0,25.0,26.0,128.0,1.3
20200626,42.0,51.0,20.0,23.0,148.0,1.3
20200626,43.0,51.0,18.0,15.0,181.0,1.2
20200626,40.0,54.0,16.0,14.0,193.0,1.2
20200626,40.0,56.0,15.0,15.0,192.0,1.2
20200626,37.0,48.0,12.0,15.0,178.0,0.8
20200626,35.0,43.0,12.0,18.0,152.0,0.8
20200626,35.0,53.0,11.0,21.0,153.0,1.0
20200626,37.0,53.0,10.0,21.0,135.0,0.9
20200626,46.0,59.0,10.0,24.0,115.0,0.8
20200626,44.0,68.0,12.0,33.0,91.0,1.2
20200626,46.0,62.0,13.0,27.0,94.0,0.8
20200627,51.0,85.0,20.0,37.0,64.0,1.6
20200627,70.0,101.0,38.0,55.0,50.0,2.8
20200627,70.0,89.0,20.0,30.0,73.0,1.6
20200627,77.0,92.0,25.0,41.0,69.0,2.4
20200627,53.0,68.0,18.0,22.0,95.0,1.8
20200627,52.0,83.0,29.0,33.0,58.0,2.3
20200627,58.0,102.0,54.0,49.0,38.0,3.2
20200627,61.0,70.0,46.0,41.0,63.0,3.1
20200627,68.0,96.0,68.0,62.0,48.0,3.8
20200627,63.0,116.0,94.0,61.0,79.0,4.4
20200627,68.0,83.0,59.0,37.0,125.0,3.4
20200627,77.0,108.0,37.0,27.0,162.0,2.7
20200627,70.0,103.0,29.0,22.0,195.0,2.5
20200627,78.0,125.0,39.0,30.0,215.0,3.1
20200627,83.0,124.0,45.0,32.0,243.0,3.4
20200627,81.0,123.0,32.0,23.0,258.0,2.6
20200627,63.0,82.0,20.0,16.0,239.0,1.7
20200627,57.0,74.0,15.0,15.0,221.0,1.3
20200627,75.0,76.0,14.0,16.0,204.0,1.1
20200627,46.0,81.0,12.0,16.0,182.0,1.0
20200627,52.0,61.0,12.0,21.0,143.0,1.0
20200627,49.0,62.0,20.0,26.0,117.0,1.4
20200627,48.0,73.0,20.0,23.0,109.0,1.5
20200627,44.0,46.0,10.0,14.0,126.0,0.9
20200628,54.0,71.0,12.0,24.0,93.0,1.4
20200628,55.0,68.0,16.0,26.0,80.0,2.1
20200628,61.0,66.0,15.0,32.0,72.0,1.8
20200628,59.0,65.0,16.0,36.0,56.0,1.8
20200628,63.0,99.0,27.0,62.0,25.0,2.7
20200628,64.0,88.0,25.0,56.0,26.0,2.4
20200628,66.0,123.0,24.0,72.0,8.0,2.1
20200628,51.0,133.0,32.0,80.0,13.0,1.8
20200628,54.0,105.0,50.0,70.0,42.0,2.7
20200628,42.0,69.0,34.0,53.0,83.0,1.9
20200628,42.0,69.0,27.0,42.0,121.0,1.7
20200628,37.0,79.0,24.0,35.0,166.0,1.6
20200628,40.0,75.0,22.0,26.0,194.0,1.5
20200628,45.0,86.0,27.0,27.0,227.0,1.8
20200628,32.0,45.0,15.0,12.0,190.0,1.0
20200628,35.0,44.0,13.0,12.0,180.0,0.8
20200628,46.0,70.0,21.0,20.0,209.0,1.3
20200628,42.0,72.0,24.0,24.0,189.0,1.1
20200628,30.0,36.0,16.0,22.0,151.0,0.7
20200628,21.0,45.0,16.0,25.0,135.0,0.8
20200628,16.0,50.0,14.0,27.0,122.0,0.8
20200628,15.0,47.0,13.0,30.0,101.0,0.8
20200628,21.0,46.0,14.0,37.0,83.0,0.8
20200628,24.0,45.0,16.0,43.0,71.0,0.9
20200629,27.0,36.0,17.0,43.0,64.0,1.1
20200629,34.0,44.0,16.0,89.0,20.0,1.1
20200629,24.0,42.0,15.0,54.0,58.0,1.0
20200629,28.0,41.0,14.0,45.0,53.0,1.1
20200629,20.0,45.0,15.0,56.0,34.0,1.0
20200629,24.0,69.0,16.0,90.0,4.0,1.2
20200629,24.0,64.0,18.0,89.0,5.0,1.2
20200629,26.0,76.0,30.0,88.0,11.0,1.4
20200629,32.0,79.0,39.0,86.0,11.0,1.7
20200629,27.0,87.0,50.0,89.0,12.0,2.6
20200629,38.0,134.0,71.0,100.0,9.0,3.9
20200629,38.0,79.0,73.0,83.0,34.0,4.0
20200629,48.0,86.0,56.0,68.0,53.0,3.2
20200629,43.0,82.0,50.0,57.0,77.0,3.1
20200629,49.0,68.0,27.0,40.0,71.0,1.5
20200629,51.0,58.0,10.0,36.0,60.0,0.8
20200629,75.0,62.0,10.0,41.0,49.0,0.8
20200629,57.0,73.0,10.0,50.0,42.0,0.9
20200629,55.0,86.0,11.0,47.0,53.0,1.0
20200629,60.0,86.0,12.0,61.0,38.0,1.2
20200629,62.0,103.0,14.0,80.0,22.0,1.4
20200629,61.0,105.0,15.0,100.0,4.0,1.4
20200629,56.0,104.0,15.0,94.0,5.0,1.6
20200629,55.0,99.0,17.0,93.0,4.0,1.9
20200630,68.0,89.0,16.0,92.0,4.0,1.7
20200630,43.0,97.0,16.0,85.0,4.0,1.7
20200630,53.0,105.0,14.0,84.0,4.0,1.3
20200630,54.0,109.0,16.0,80.0,4.0,1.5
20200630,54.0,93.0,26.0,75.0,4.0,1.7
20200630,56.0,94.0,25.0,71.0,4.0,1.7
20200630,68.0,109.0,27.0,71.0,6.0,1.7
20200630,53.0,91.0,22.0,60.0,14.0,1.5
20200630,51.0,89.0,22.0,54.0,29.0,1.3
20200630,50.0,91.0,22.0,52.0,51.0,1.3
20200630,42.0,83.0,26.0,44.0,83.0,1.4
20200630,32.0,60.0,24.0,24.0,137.0,1.4
20200630,38.0,56.0,25.0,19.0,166.0,1.3
20200630,37.0,52.0,29.0,22.0,185.0,1.3
20200630,23.0,49.0,21.0,16.0,199.0,1.1
20200630,30.0,47.0,18.0,16.0,210.0,1.0
20200630,38.0,48.0,19.0,20.0,235.0,1.1
20200630,33.0,54.0,20.0,21.0,251.0,1.3
20200630,28.0,55.0,17.0,23.0,242.0,1.2
20200630,40.0,54.0,16.0,28.0,224.0,0.9
20200630,39.0,74.0,15.0,36.0,217.0,0.9
20200630,39.0,78.0,14.0,32.0,209.0,0.9
20200630,44.0,73.0,15.0,35.0,189.0,0.9
20200630,51.0,97.0,14.0,38.0,155.0,0.9
20200701,51.0,84.0,15.0,40.0,119.0,0.9
20200701,47.0,64.0,12.0,39.0,98.0,0.9
20200701,47.0,69.0,11.0,41.0,78.0,0.8
20200701,42.0,63.0,11.0,63.0,49.0,0.7
20200701,44.0,81.0,12.0,55.0,47.0,0.6
20200701,42.0,79.0,11.0,55.0,38.0,0.7
20200701,42.0,75.0,12.0,64.0,32.0,0.7
20200701,50.0,132.0,22.0,79.0,32.0,1.3
20200701,57.0,143.0,47.0,90.0,43.0,3.7
20200701,59.0,115.0,51.0,68.0,79.0,3.1
20200701,82.0,141.0,78.0,72.0,106.0,4.6
20200701,70.0,124.0,70.0,58.0,142.0,4.7
20200701,48.0,126.0,44.0,38.0,170.0,2.6
20200701,40.0,79.0,23.0,23.0,187.0,1.2
20200701,36.0,50.0,12.0,18.0,185.0,0.5
20200701,40.0,70.0,16.0,18.0,229.0,0.9
20200701,41.0,66.0,17.0,18.0,254.0,1.0
20200701,45.0,85.0,17.0,20.0,267.0,1.1
20200701,45.0,69.0,18.0,23.0,270.0,0.9
20200701,42.0,70.0,21.0,30.0,234.0,1.1
20200701,43.0,99.0,25.0,37.0,195.0,1.3
20200701,49.0,104.0,19.0,32.0,172.0,1.0
20200701,56.0,117.0,25.0,34.0,131.0,1.2
20200701,33.0,44.0,15.0,24.0,112.0,1.0
20200702,20.0,42.0,33.0,57.0,80.0,2.5
20200702,22.0,48.0,38.0,62.0,73.0,3.1
20200702,28.0,52.0,38.0,48.0,88.0,3.1
20200702,23.0,44.0,24.0,31.0,98.0,1.3
20200702,19.0,36.0,26.0,38.0,78.0,1.5
20200702,16.0,44.0,22.0,42.0,67.0,1.4
20200702,29.0,83.0,49.0,82.0,20.0,5.1
20200702,32.0,64.0,54.0,69.0,44.0,3.3
20200702,33.0,54.0,47.0,63.0,60.0,3.1
20200702,38.0,53.0,91.0,63.0,68.0,4.1
20200702,,,,56.0,85.0,2.6
20200702,26.0,50.0,35.0,,,1.1
20200702,20.0,42.0,16.0,19.0,,
20200702,23.0,40.0,16.0,17.0,136.0,0.7
20200702,21.0,32.0,12.0,20.0,122.0,0.5
20200702,18.0,40.0,16.0,32.0,107.0,0.5
20200702,21.0,42.0,28.0,34.0,114.0,0.5
20200702,25.0,42.0,21.0,31.0,133.0,0.9
20200702,26.0,42.0,14.0,23.0,136.0,0.6
20200702,33.0,44.0,17.0,31.0,124.0,0.8
20200702,33.0,46.0,14.0,36.0,118.0,0.7
20200702,38.0,53.0,25.0,44.0,98.0,1.5
20200702,35.0,52.0,22.0,44.0,94.0,1.3
20200702,36.0,53.0,12.0,20.0,121.0,0.6
20200703,34.0,49.0,21.0,20.0,115.0,0.6
20200703,35.0,50.0,16.0,18.0,110.0,0.7
20200703,37.0,58.0,13.0,28.0,70.0,1.5
20200703,39.0,106.0,20.0,51.0,48.0,2.5
20200703,44.0,92.0,42.0,72.0,31.0,3.9
20200703,53.0,84.0,48.0,53.0,57.0,3.7
20200703,58.0,108.0,40.0,46.0,66.0,3.4
20200703,82.0,88.0,34.0,47.0,71.0,2.4
20200703,63.0,83.0,20.0,34.0,92.0,1.1
20200703,71.0,68.0,11.0,24.0,108.0,0.8
20200703,49.0,64.0,9.0,23.0,109.0,0.6
20200703,,,,,,
20200703,52.0,72.0,10.0,26.0,96.0,0.7
20200703,44.0,50.0,12.0,27.0,94.0,0.9
20200703,44.0,38.0,15.0,22.0,111.0,0.7
20200703,44.0,39.0,10.0,22.0,129.0,0.4
20200703,39.0,39.0,9.0,22.0,144.0,0.5
20200703,36.0,69.0,10.0,21.0,150.0,0.7
20200703,40.0,49.0,12.0,23.0,142.0,0.7
20200703,31.0,41.0,10.0,27.0,120.0,0.5
20200703,38.0,43.0,10.0,44.0,88.0,0.5
20200703,30.0,41.0,11.0,43.0,77.0,0.6
20200703,33.0,41.0,15.0,30.0,92.0,0.6
20200703,36.0,46.0,15.0,34.0,74.0,0.5
20200704,34.0,51.0,13.0,88.0,11.0,0.6
20200704,34.0,55.0,12.0,91.0,4.0,0.5
20200704,36.0,59.0,12.0,77.0,14.0,0.5
20200704,28.0,45.0,11.0,47.0,40.0,0.4
20200704,20.0,37.0,12.0,37.0,52.0,0.5
20200704,20.0,36.0,11.0,32.0,45.0,0.4
20200704,20.0,37.0,12.0,43.0,40.0,0.4
20200704,20.0,46.0,15.0,48.0,47.0,0.6
20200704,20.0,45.0,17.0,43.0,68.0,0.8
20200704,20.0,51.0,19.0,34.0,88.0,0.9
20200704,,52.0,18.0,28.0,115.0,0.9
20200704,,54.0,16.0,24.0,142.0,0.7
20200704,,53.0,14.0,19.0,156.0,0.5
20200704,,51.0,11.0,15.0,177.0,0.5
20200704,,74.0,12.0,24.0,198.0,0.7
20200704,,52.0,13.0,24.0,215.0,0.7
20200704,,57.0,12.0,23.0,189.0,0.6
20200704,,82.0,15.0,24.0,187.0,1.2
20200704,,58.0,16.0,26.0,162.0,1.1
20200704,,55.0,15.0,27.0,142.0,0.8
20200704,,54.0,16.0,29.0,146.0,0.6
20200704,,48.0,15.0,33.0,145.0,0.6
20200704,,71.0,16.0,37.0,126.0,0.8
20200704,,72.0,16.0,44.0,102.0,0.9
20200705,,57.0,14.0,35.0,103.0,0.9
20200705,39.0,71.0,14.0,35.0,88.0,1.0
20200705,40.0,91.0,13.0,33.0,71.0,0.9
20200705,49.0,85.0,13.0,42.0,58.0,1.0
20200705,56.0,115.0,14.0,56.0,46.0,1.1
20200705,60.0,105.0,13.0,41.0,49.0,0.9
20200705,81.0,114.0,14.0,36.0,47.0,0.8
20200705,63.0,82.0,12.0,38.0,54.0,0.7
20200705,62.0,82.0,12.0,36.0,69.0,0.9
20200705,59.0,55.0,11.0,33.0,93.0,0.9
20200705,35.0,41.0,9.0,26.0,115.0,0.4
20200705,32.0,34.0,8.0,19.0,132.0,0.4
20200705,23.0,33.0,11.0,16.0,148.0,0.6
20200705,25.0,28.0,12.0,14.0,158.0,0.6
20200705,15.0,26.0,14.0,15.0,167.0,0.6
20200705,22.0,28.0,11.0,15.0,170.0,0.6
20200705,23.0,31.0,11.0,17.0,172.0,0.6
20200705,38.0,41.0,11.0,22.0,174.0,0.7
20200705,35.0,42.0,13.0,18.0,153.0,0.9
20200705,37.0,69.0,11.0,20.0,146.0,0.6
20200705,32.0,49.0,8.0,18.0,126.0,0.3
20200705,28.0,40.0,10.0,30.0,100.0,0.8
20200705,18.0,26.0,13.0,45.0,73.0,1.5
20200705,24.0,23.0,12.0,39.0,67.0,1.7
20200706,31.0,30.0,15.0,45.0,51.0,2.3
20200706,35.0,41.0,15.0,46.0,47.0,2.3
20200706,30.0,43.0,13.0,42.0,52.0,1.5
20200706,35.0,69.0,24.0,45.0,46.0,2.2
20200706,44.0,69.0,27.0,48.0,37.0,2.4
20200706,49.0,54.0,23.0,55.0,19.0,2.9
20200706,38.0,70.0,19.0,45.0,24.0,2.6
20200706,46.0,74.0,27.0,51.0,32.0,3.3
20200706,85.0,95.0,46.0,65.0,39.0,4.4
20200706,80.0,112.0,44.0,61.0,51.0,4.1
20200706,98.0,119.0,42.0,63.0,74.0,3.9
20200706,82.0,120.0,35.0,60.0,94.0,3.4
20200706,72.0,94.0,26.0,44.0,131.0,2.7
20200706,71.0,103.0,26.0,39.0,153.0,2.6
20200706,97.0,111.0,29.0,39.0,172.0,2.5
