date,PM2.5,PM10,SO2,NO2,O3,CO
20200401,13.0,34.0,32.0,55.0,23.0,1.9
20200401,17.0,38.0,8.0,31.0,46.0,0.8
20200401,12.0,29.0,5.0,31.0,48.0,0.5
20200401,14.0,28.0,,,66.0,0.5
20200401,9.0,21.0,4.0,7.0,,
20200401,,,5.0,8.0,79.0,0.5
20200401,7.0,10.0,6.0,8.0,83.0,0.4
20200401,5.0,11.0,6.0,7.0,84.0,0.4
20200401,6.0,7.0,5.0,6.0,87.0,0.3
20200401,5.0,8.0,5.0,7.0,86.0,0.3
20200401,9.0,13.0,5.0,6.0,88.0,0.3
20200401,9.0,15.0,6.0,14.0,82.0,0.4
20200401,10.0,22.0,12.0,39.0,51.0,0.7
20200401,24.0,36.0,12.0,46.0,44.0,0.7
20200401,20.0,34.0,12.0,43.0,45.0,0.6
20200401,16.0,36.0,13.0,41.0,45.0,0.5
20200401,9.0,40.0,13.0,46.0,33.0,0.6
20200402,14.0,45.0,12.0,71.0,10.0,0.8
20200402,23.0,48.0,12.0,74.0,5.0,0.8
20200402,30.0,74.0,8.0,70.0,6.0,0.7
20200402,31.0,66.0,6.0,66.0,10.0,0.6
20200402,37.0,83.0,6.0,69.0,5.0,0.7
20200402,41.0,82.0,11.0,62.0,8.0,0.6
20200402,53.0,77.0,7.0,53.0,12.0,0.6
20200402,53.0,83.0,12.0,61.0,7.0,0.7
20200402,52.0,94.0,9.0,57.0,15.0,0.8
20200402,52.0,91.0,8.0,39.0,38.0,0.7
20200402,45.0,71.0,7.0,33.0,48.0,0.6
20200402,36.0,66.0,6.0,28.0,60.0,0.5
20200402,21.0,47.0,5.0,15.0,78.0,0.4
20200402,12.0,27.0,4.0,10.0,84.0,0.3
20200402,8.0,23.0,4.0,11.0,85.0,0.3
20200402,6.0,23.0,4.0,8.0,89.0,0.3
20200402,5.0,20.0,4.0,5.0,94.0,0.3
20200402,6.0,24.0,3.0,6.0,92.0,0.3
20200402,5.0,22.0,3.0,10.0,84.0,0.3
20200402,7.0,25.0,4.0,29.0,62.0,0.4
20200402,15.0,33.0,5.0,47.0,41.0,0.4
20200402,17.0,32.0,6.0,41.0,41.0,0.4
20200402,28.0,73.0,7.0,58.0,24.0,0.5
20200402,34.0,72.0,8.0,68.0,14.0,0.6
20200403,34.0,78.0,9.0,68.0,10.0,0.7
20200403,36.0,88.0,8.0,74.0,8.0,0.7
20200403,40.0,70.0,8.0,68.0,19.0,0.6
20200403,49.0,95.0,11.0,63.0,20.0,0.6
20200403,47.0,80.0,10.0,72.0,12.0,0.6
20200403,56.0,88.0,13.0,78.0,6.0,0.7
20200403,62.0,113.0,17.0,78.0,6.0,0.7
20200403,85.0,112.0,18.0,75.0,10.0,0.8
20200403,48.0,110.0,15.0,66.0,20.0,0.7
20200403,55.0,122.0,18.0,59.0,31.0,0.8
20200403,42.0,77.0,30.0,48.0,45.0,0.8
20200403,33.0,38.0,12.0,29.0,68.0,0.6
20200403,19.0,25.0,6.0,15.0,87.0,0.4
20200403,12.0,21.0,5.0,11.0,93.0,0.3
20200403,11.0,19.0,5.0,8.0,99.0,0.3
20200403,7.0,21.0,4.0,6.0,103.0,0.3
20200403,6.0,24.0,4.0,6.0,105.0,0.3
20200403,9.0,21.0,4.0,6.0,103.0,0.3
20200403,6.0,23.0,4.0,13.0,93.0,0.3
20200403,9.0,25.0,5.0,29.0,71.0,0.4
20200403,18.0,41.0,7.0,39.0,61.0,0.4
20200403,13.0,46.0,8.0,38.0,58.0,0.4
20200403,22.0,47.0,7.0,61.0,30.0,0.5
20200403,34.0,55.0,8.0,65.0,25.0,0.6
20200404,31.0,57.0,9.0,54.0,39.0,0.5
20200404,28.0,96.0,22.0,60.0,32.0,1.1
20200404,24.0,147.0,14.0,23.0,60.0,0.8
20200404,23.0,136.0,22.0,24.0,59.0,1.1
20200404,40.0,442.0,20.0,28.0,44.0,1.1
20200404,40.0,468.0,21.0,24.0,38.0,1.0
20200404,39.0,330.0,29.0,32.0,30.0,1.3
20200404,38.0,278.0,34.0,35.0,29.0,1.4
20200404,39.0,194.0,34.0,41.0,36.0,1.9
20200404,28.0,104.0,20.0,28.0,56.0,1.3
20200404,17.0,86.0,13.0,15.0,70.0,1.0
20200404,17.0,69.0,12.0,13.0,75.0,1.0
20200404,11.0,75.0,11.0,12.0,80.0,0.8
20200404,14.0,74.0,12.0,14.0,82.0,0.9
20200404,21.0,129.0,9.0,13.0,82.0,0.7
20200404,18.0,104.0,7.0,12.0,82.0,0.5
20200404,15.0,73.0,7.0,13.0,82.0,0.4
20200404,11.0,84.0,6.0,14.0,82.0,0.4
20200404,13.0,78.0,5.0,17.0,79.0,0.3
20200404,16.0,61.0,5.0,16.0,81.0,0.3
20200404,23.0,66.0,5.0,16.0,79.0,0.3
20200404,20.0,60.0,6.0,15.0,74.0,0.4
20200404,17.0,54.0,6.0,14.0,76.0,0.4
20200404,16.0,50.0,6.0,18.0,69.0,0.4
20200405,17.0,51.0,27.0,26.0,60.0,0.9
20200405,21.0,48.0,28.0,25.0,60.0,0.7
20200405,19.0,49.0,30.0,29.0,54.0,0.8
20200405,16.0,55.0,16.0,42.0,35.0,0.7
20200405,22.0,58.0,19.0,63.0,15.0,0.8
20200405,13.0,57.0,19.0,68.0,12.0,0.7
20200405,19.0,51.0,16.0,59.0,16.0,0.7
20200405,22.0,57.0,14.0,57.0,20.0,0.8
20200405,23.0,87.0,15.0,54.0,28.0,0.8
20200405,30.0,79.0,26.0,55.0,33.0,0.9
20200405,31.0,57.0,22.0,29.0,69.0,0.9
20200405,26.0,45.0,17.0,18.0,98.0,0.9
20200405,19.0,44.0,16.0,18.0,114.0,0.7
20200405,23.0,52.0,15.0,19.0,123.0,0.8
20200405,19.0,60.0,16.0,27.0,99.0,0.8
20200405,13.0,71.0,13.0,22.0,103.0,0.6
20200405,15.0,69.0,14.0,23.0,110.0,0.6
20200405,26.0,65.0,16.0,26.0,126.0,0.6
20200405,31.0,79.0,19.0,32.0,126.0,0.6
20200405,32.0,102.0,18.0,46.0,97.0,0.8
20200405,36.0,110.0,28.0,54.0,88.0,1.5
20200405,40.0,94.0,24.0,40.0,93.0,1.1
20200405,38.0,99.0,18.0,42.0,78.0,0.7
20200405,36.0,84.0,20.0,62.0,56.0,1.0
20200406,34.0,90.0,20.0,73.0,39.0,1.2
20200406,32.0,94.0,19.0,80.0,27.0,1.1
20200406,36.0,107.0,22.0,104.0,6.0,1.3
20200406,42.0,119.0,27.0,103.0,5.0,1.2
20200406,48.0,107.0,25.0,98.0,5.0,1.2
20200406,44.0,104.0,20.0,93.0,5.0,1.2
20200406,52.0,110.0,20.0,89.0,5.0,1.3
20200406,75.0,124.0,24.0,91.0,7.0,1.5
20200406,63.0,141.0,22.0,93.0,11.0,1.3
20200406,66.0,164.0,20.0,86.0,25.0,1.1
20200406,67.0,156.0,17.0,71.0,45.0,1.0
20200406,65.0,149.0,16.0,50.0,80.0,1.0
20200406,72.0,162.0,16.0,41.0,105.0,0.8
20200406,76.0,150.0,14.0,36.0,119.0,0.8
20200406,73.0,154.0,12.0,30.0,135.0,0.7
20200406,71.0,159.0,12.0,37.0,138.0,0.7
20200406,70.0,165.0,11.0,31.0,157.0,0.7
20200406,89.0,168.0,14.0,44.0,142.0,0.9
20200406,80.0,179.0,14.0,52.0,137.0,0.9
20200406,88.0,182.0,16.0,57.0,123.0,1.1
20200406,83.0,169.0,21.0,65.0,82.0,1.5
20200406,105.0,171.0,22.0,77.0,64.0,1.6
20200406,105.0,160.0,24.0,91.0,42.0,2.0
20200406,87.0,154.0,23.0,104.0,25.0,1.8
20200407,101.0,205.0,65.0,118.0,12.0,2.7
20200407,115.0,215.0,86.0,116.0,10.0,4.6
20200407,128.0,269.0,109.0,116.0,11.0,6.2
20200407,84.0,197.0,55.0,86.0,26.0,3.0
20200407,38.0,128.0,25.0,38.0,55.0,1.3
20200407,35.0,119.0,25.0,25.0,63.0,1.3
20200407,29.0,76.0,16.0,23.0,64.0,0.9
20200407,20.0,60.0,14.0,26.0,59.0,0.8
20200407,18.0,58.0,17.0,29.0,56.0,1.1
20200407,11.0,51.0,16.0,26.0,60.0,1.4
20200407,12.0,49.0,,20.0,63.0,1.2
20200407,13.0,38.0,16.0,23.0,55.0,1.1
20200407,,,20.0,21.0,56.0,1.2
20200407,10.0,49.0,20.0,18.0,63.0,1.2
20200407,6.0,48.0,18.0,18.0,69.0,1.2
20200407,9.0,46.0,19.0,16.0,75.0,1.1
20200407,11.0,52.0,18.0,16.0,74.0,1.0
20200407,19.0,56.0,9.0,19.0,66.0,0.6
20200407,21.0,55.0,6.0,17.0,70.0,0.4
20200407,20.0,57.0,6.0,21.0,70.0,0.5
20200407,11.0,47.0,5.0,21.0,65.0,0.4
20200407,16.0,40.0,18.0,28.0,54.0,0.5
20200407,14.0,38.0,12.0,27.0,56.0,0.5
20200407,15.0,37.0,8.0,14.0,69.0,0.4
20200408,20.0,33.0,13.0,19.0,62.0,0.5
20200408,19.0,39.0,25.0,31.0,45.0,0.7
20200408,21.0,44.0,26.0,38.0,38.0,0.8
20200408,23.0,54.0,29.0,60.0,18.0,1.7
20200408,28.0,59.0,27.0,62.0,15.0,1.9
20200408,29.0,62.0,26.0,70.0,10.0,2.0
20200408,27.0,62.0,50.0,70.0,11.0,1.8
20200408,30.0,77.0,71.0,63.0,20.0,2.0
20200408,34.0,87.0,49.0,69.0,20.0,2.3
20200408,24.0,68.0,37.0,62.0,37.0,2.6
20200408,21.0,52.0,18.0,33.0,64.0,1.5
20200408,21.0,54.0,18.0,26.0,71.0,1.2
20200408,24.0,61.0,25.0,29.0,70.0,1.7
20200408,23.0,61.0,30.0,26.0,77.0,1.8
20200408,27.0,85.0,25.0,22.0,90.0,1.6
20200408,27.0,67.0,12.0,18.0,92.0,0.8
20200408,19.0,72.0,7.0,12.0,97.0,0.5
20200408,21.0,77.0,6.0,9.0,97.0,0.5
20200408,26.0,86.0,7.0,21.0,82.0,0.9
20200408,19.0,62.0,6.0,24.0,73.0,0.6
20200408,20.0,56.0,7.0,21.0,72.0,0.5
20200408,22.0,46.0,21.0,23.0,68.0,0.5
20200408,20.0,51.0,29.0,21.0,69.0,0.5
20200408,26.0,52.0,43.0,35.0,52.0,1.4
20200409,29.0,52.0,41.0,51.0,37.0,2.9
20200409,23.0,52.0,52.0,59.0,32.0,3.3
20200409,30.0,52.0,62.0,61.0,28.0,3.7
20200409,30.0,62.0,75.0,63.0,24.0,4.0
20200409,36.0,76.0,78.0,75.0,14.0,3.6
20200409,36.0,64.0,51.0,70.0,18.0,2.5
20200409,35.0,75.0,33.0,80.0,7.0,2.2
20200409,32.0,88.0,49.0,75.0,18.0,3.3
20200409,36.0,81.0,57.0,67.0,30.0,4.3
20200409,39.0,119.0,66.0,82.0,27.0,4.2
20200409,40.0,82.0,59.0,53.0,56.0,3.2
20200409,29.0,54.0,23.0,22.0,89.0,1.3
20200409,23.0,51.0,21.0,18.0,92.0,1.1
20200409,20.0,51.0,17.0,19.0,95.0,1.1
20200409,25.0,50.0,12.0,16.0,97.0,0.8
20200409,28.0,60.0,10.0,18.0,94.0,0.7
20200409,29.0,51.0,9.0,18.0,94.0,0.6
20200409,28.0,55.0,11.0,27.0,84.0,0.8
20200409,20.0,58.0,12.0,31.0,80.0,0.8
20200409,29.0,54.0,11.0,26.0,80.0,0.7
20200409,33.0,58.0,13.0,30.0,70.0,1.0
20200409,39.0,53.0,13.0,32.0,65.0,1.0
20200409,35.0,52.0,13.0,37.0,58.0,0.9
20200410,34.0,49.0,11.0,32.0,66.0,0.8
20200410,28.0,43.0,8.0,17.0,78.0,0.4
20200410,32.0,49.0,7.0,23.0,64.0,0.4
20200410,36.0,52.0,8.0,31.0,52.0,0.4
20200410,43.0,55.0,10.0,73.0,13.0,0.5
20200410,50.0,80.0,15.0,69.0,9.0,0.5
20200410,51.0,79.0,10.0,68.0,9.0,0.6
20200410,50.0,68.0,19.0,67.0,14.0,0.7
20200410,61.0,108.0,23.0,68.0,18.0,1.1
20200410,62.0,134.0,31.0,55.0,36.0,1.8
20200410,73.0,109.0,32.0,48.0,56.0,2.0
20200410,26.0,58.0,24.0,32.0,81.0,1.7
20200410,18.0,48.0,10.0,21.0,94.0,0.9
20200410,19.0,42.0,6.0,10.0,105.0,0.6
20200410,19.0,42.0,6.0,9.0,112.0,0.6
20200410,21.0,47.0,5.0,10.0,114.0,0.7
20200410,24.0,50.0,6.0,12.0,113.0,0.6
20200410,29.0,57.0,8.0,18.0,108.0,0.8
20200410,40.0,127.0,11.0,34.0,96.0,0.8
20200410,36.0,71.0,7.0,37.0,88.0,0.6
20200410,35.0,62.0,5.0,33.0,87.0,0.5
20200410,34.0,53.0,5.0,26.0,89.0,0.5
20200410,31.0,51.0,10.0,39.0,68.0,0.5
20200410,34.0,53.0,14.0,63.0,44.0,0.7
20200411,38.0,56.0,11.0,61.0,36.0,0.8
20200411,33.0,59.0,10.0,68.0,23.0,0.8
20200411,36.0,86.0,9.0,83.0,11.0,0.9
20200411,42.0,87.0,7.0,78.0,15.0,0.8
20200411,50.0,99.0,6.0,60.0,29.0,0.7
20200411,50.0,98.0,8.0,81.0,12.0,0.7
20200411,51.0,86.0,19.0,85.0,10.0,0.7
20200411,54.0,127.0,20.0,82.0,14.0,1.0
20200411,61.0,139.0,25.0,86.0,18.0,1.3
20200411,48.0,104.0,24.0,70.0,33.0,1.5
20200411,32.0,59.0,14.0,29.0,74.0,1.4
20200411,21.0,48.0,7.0,10.0,94.0,0.7
20200411,13.0,38.0,9.0,12.0,94.0,0.6
20200411,12.0,31.0,8.0,8.0,100.0,0.6
20200411,8.0,23.0,5.0,7.0,104.0,0.5
20200411,8.0,27.0,5.0,12.0,102.0,0.5
20200411,12.0,29.0,5.0,11.0,103.0,0.5
20200411,10.0,41.0,5.0,16.0,102.0,0.4
20200411,11.0,54.0,6.0,23.0,94.0,0.6
20200411,28.0,111.0,15.0,52.0,84.0,1.2
20200411,38.0,98.0,17.0,50.0,80.0,1.1
20200411,43.0,116.0,18.0,53.0,68.0,1.2
20200411,49.0,114.0,18.0,61.0,53.0,1.2
20200411,51.0,91.0,17.0,58.0,52.0,1.2
20200412,54.0,86.0,14.0,60.0,38.0,1.3
20200412,51.0,86.0,12.0,83.0,14.0,1.4
20200412,46.0,89.0,14.0,94.0,6.0,1.5
20200412,53.0,105.0,24.0,101.0,6.0,2.3
20200412,58.0,141.0,89.0,104.0,8.0,4.1
20200412,56.0,110.0,62.0,90.0,11.0,2.6
20200412,37.0,80.0,29.0,58.0,39.0,1.5
20200412,33.0,70.0,25.0,34.0,61.0,1.2
20200412,27.0,78.0,14.0,26.0,83.0,1.2
20200412,22.0,109.0,6.0,8.0,111.0,0.7
20200412,20.0,50.0,5.0,5.0,114.0,0.5
20200412,14.0,40.0,5.0,4.0,115.0,0.5
20200412,10.0,31.0,5.0,5.0,117.0,0.5
20200412,16.0,38.0,5.0,4.0,116.0,0.5
20200412,14.0,39.0,5.0,4.0,118.0,0.5
20200412,11.0,39.0,5.0,3.0,122.0,0.5
20200412,9.0,45.0,6.0,6.0,121.0,0.5
20200412,18.0,106.0,7.0,15.0,111.0,0.5
20200412,24.0,82.0,7.0,16.0,107.0,0.5
20200412,26.0,64.0,6.0,18.0,104.0,0.5
20200412,22.0,59.0,6.0,22.0,97.0,0.5
20200412,23.0,52.0,6.0,20.0,94.0,0.5
20200412,23.0,60.0,13.0,66.0,39.0,0.9
20200412,31.0,75.0,18.0,80.0,26.0,1.0
20200413,29.0,68.0,14.0,85.0,18.0,0.9
20200413,32.0,60.0,22.0,59.0,44.0,0.6
20200413,32.0,62.0,13.0,70.0,34.0,0.7
20200413,31.0,63.0,15.0,78.0,25.0,0.8
20200413,37.0,65.0,40.0,62.0,39.0,0.8
20200413,37.0,81.0,32.0,86.0,12.0,1.0
20200413,47.0,89.0,42.0,91.0,10.0,1.0
20200413,54.0,86.0,30.0,86.0,14.0,1.1
20200413,58.0,121.0,47.0,85.0,18.0,1.0
20200413,47.0,91.0,17.0,43.0,64.0,0.7
20200413,47.0,87.0,9.0,40.0,71.0,0.7
20200413,42.0,99.0,9.0,53.0,68.0,0.7
20200413,40.0,76.0,9.0,43.0,87.0,0.7
20200413,31.0,67.0,9.0,28.0,111.0,0.6
20200413,20.0,65.0,7.0,19.0,122.0,0.5
20200413,17.0,71.0,5.0,14.0,134.0,0.5
20200413,24.0,76.0,7.0,25.0,120.0,0.6
20200413,28.0,64.0,14.0,34.0,111.0,0.9
20200413,31.0,56.0,7.0,29.0,116.0,0.6
20200413,33.0,85.0,23.0,58.0,99.0,1.4
20200413,48.0,107.0,24.0,60.0,113.0,1.4
20200413,76.0,116.0,27.0,56.0,128.0,1.5
20200413,76.0,134.0,29.0,56.0,131.0,1.3
20200413,70.0,124.0,23.0,53.0,123.0,1.1
20200414,84.0,135.0,22.0,60.0,93.0,1.1
20200414,78.0,124.0,21.0,71.0,62.0,1.2
20200414,85.0,130.0,17.0,74.0,44.0,1.3
20200414,87.0,132.0,13.0,72.0,32.0,1.3
20200414,100.0,150.0,14.0,90.0,18.0,1.4
20200414,95.0,181.0,30.0,112.0,7.0,1.9
20200414,124.0,204.0,44.0,113.0,6.0,1.9
20200414,135.0,210.0,60.0,107.0,12.0,1.9
20200414,126.0,213.0,61.0,115.0,16.0,2.2
20200414,103.0,186.0,37.0,115.0,31.0,1.9
20200414,88.0,170.0,28.0,99.0,63.0,1.5
20200414,81.0,114.0,22.0,74.0,100.0,1.4
20200414,58.0,96.0,16.0,51.0,152.0,1.3
20200414,50.0,69.0,11.0,39.0,190.0,0.6
20200414,36.0,57.0,10.0,32.0,166.0,0.5
20200414,37.0,57.0,12.0,34.0,169.0,0.6
20200414,32.0,69.0,12.0,35.0,181.0,0.6
20200414,38.0,84.0,16.0,38.0,171.0,0.9
20200414,41.0,72.0,14.0,32.0,179.0,0.7
20200414,47.0,74.0,14.0,38.0,164.0,0.7
20200414,54.0,90.0,12.0,43.0,159.0,0.8
20200414,71.0,107.0,18.0,57.0,138.0,1.3
20200414,58.0,87.0,17.0,50.0,118.0,1.1
20200414,52.0,83.0,11.0,53.0,92.0,0.7
20200415,51.0,72.0,14.0,60.0,78.0,1.0
20200415,54.0,77.0,14.0,68.0,63.0,1.2
20200415,49.0,76.0,16.0,81.0,41.0,1.3
20200415,51.0,102.0,19.0,82.0,41.0,1.2
20200415,58.0,103.0,17.0,68.0,52.0,1.1
20200415,84.0,129.0,17.0,97.0,14.0,1.2
20200415,83.0,112.0,21.0,106.0,6.0,1.2
20200415,83.0,144.0,26.0,102.0,9.0,1.8
20200415,89.0,154.0,36.0,106.0,18.0,2.0
20200415,62.0,119.0,27.0,85.0,62.0,1.5
20200415,79.0,106.0,,,97.0,1.1
20200415,54.0,89.0,14.0,31.0,130.0,
20200415,49.0,76.0,12.0,27.0,141.0,0.8
20200415,46.0,63.0,12.0,25.0,156.0,0.8
20200415,37.0,60.0,9.0,16.0,176.0,0.5
20200415,38.0,59.0,13.0,16.0,165.0,0.6
20200415,36.0,60.0,12.0,14.0,174.0,0.6
20200415,,,11.0,14.0,175.0,0.6
20200415,,,36.0,41.0,177.0,1.3
20200415,59.0,115.0,37.0,42.0,173.0,1.4
20200415,81.0,117.0,22.0,38.0,166.0,0.9
20200415,83.0,103.0,18.0,42.0,147.0,0.9
20200415,67.0,104.0,16.0,40.0,138.0,0.9
20200415,83.0,150.0,29.0,59.0,110.0,1.4
20200416,96.0,126.0,24.0,52.0,108.0,1.4
20200416,58.0,99.0,22.0,44.0,102.0,1.5
20200416,99.0,114.0,24.0,45.0,86.0,2.3
20200416,94.0,111.0,30.0,47.0,79.0,2.3
20200416,89.0,158.0,20.0,45.0,70.0,2.4
20200416,80.0,111.0,11.0,40.0,61.0,2.3
20200416,68.0,105.0,10.0,35.0,64.0,1.6
20200416,83.0,112.0,13.0,53.0,41.0,2.5
20200416,97.0,101.0,11.0,60.0,31.0,2.8
20200416,78.0,91.0,11.0,65.0,23.0,3.1
20200416,92.0,118.0,12.0,63.0,30.0,2.2
20200416,83.0,95.0,11.0,58.0,37.0,1.9
20200416,90.0,83.0,10.0,53.0,41.0,2.2
20200416,92.0,111.0,9.0,50.0,62.0,2.3
20200416,98.0,99.0,9.0,42.0,77.0,1.9
20200416,67.0,70.0,11.0,37.0,101.0,1.7
20200416,59.0,67.0,12.0,33.0,117.0,1.8
20200416,48.0,68.0,16.0,45.0,95.0,1.9
20200416,50.0,64.0,17.0,50.0,96.0,2.2
20200416,39.0,52.0,8.0,35.0,99.0,1.0
20200416,32.0,50.0,6.0,37.0,90.0,1.0
20200416,35.0,48.0,7.0,42.0,74.0,1.1
20200416,33.0,54.0,8.0,46.0,61.0,1.2
20200416,37.0,58.0,8.0,56.0,43.0,1.1
20200417,39.0,63.0,7.0,77.0,17.0,0.9
20200417,31.0,63.0,9.0,76.0,10.0,0.8
20200417,32.0,76.0,9.0,64.0,13.0,0.7
20200417,39.0,82.0,9.0,63.0,6.0,0.7
20200417,31.0,56.0,10.0,62.0,8.0,0.6
20200417,27.0,52.0,12.0,52.0,33.0,0.8
20200417,16.0,32.0,9.0,21.0,104.0,0.9
20200417,17.0,28.0,7.0,27.0,99.0,0.8
20200417,22.0,27.0,7.0,41.0,88.0,0.8
20200417,21.0,32.0,10.0,26.0,100.0,0.7
20200417,24.0,35.0,8.0,20.0,108.0,0.7
20200417,34.0,72.0,5.0,13.0,126.0,0.6
20200417,39.0,53.0,5.0,12.0,131.0,
20200417,40.0,57.0,5.0,11.0,140.0,
20200417,40.0,60.0,5.0,12.0,140.0,
20200417,,,5.0,13.0,138.0,
20200417,,,5.0,15.0,139.0,0.8
20200417,,,5.0,32.0,140.0,0.7
20200417,54.0,56.0,7.0,31.0,122.0,0.9
20200417,49.0,60.0,11.0,39.0,98.0,1.2
20200417,49.0,64.0,15.0,54.0,75.0,1.5
20200417,48.0,65.0,15.0,60.0,59.0,1.6
20200417,54.0,72.0,8.0,61.0,51.0,1.1
20200417,52.0,87.0,10.0,87.0,21.0,1.2
20200418,55.0,92.0,9.0,105.0,5.0,1.1
20200418,51.0,95.0,8.0,102.0,5.0,1.1
20200418,60.0,103.0,11.0,98.0,5.0,0.9
20200418,60.0,88.0,9.0,89.0,14.0,1.1
20200418,59.0,116.0,9.0,74.0,20.0,1.4
20200418,61.0,101.0,8.0,62.0,29.0,1.2
20200418,74.0,99.0,7.0,69.0,19.0,1.2
20200418,78.0,123.0,8.0,76.0,50.0,1.2
20200418,83.0,115.0,14.0,84.0,16.0,1.3
20200418,84.0,118.0,17.0,76.0,38.0,1.2
20200418,41.0,52.0,9.0,32.0,99.0,0.6
20200418,38.0,49.0,6.0,23.0,114.0,0.5
20200418,41.0,46.0,6.0,23.0,118.0,0.6
20200418,32.0,51.0,10.0,26.0,124.0,0.7
20200418,28.0,48.0,14.0,27.0,124.0,0.9
20200418,29.0,53.0,16.0,25.0,128.0,1.0
20200418,38.0,58.0,12.0,20.0,143.0,0.9
20200418,46.0,59.0,10.0,28.0,144.0,0.8
20200418,37.0,52.0,5.0,29.0,135.0,0.6
20200418,40.0,56.0,6.0,38.0,124.0,0.7
20200418,46.0,52.0,6.0,34.0,124.0,0.7
20200418,51.0,59.0,10.0,59.0,78.0,0.8
20200418,52.0,85.0,16.0,55.0,77.0,0.8
20200418,53.0,89.0,19.0,51.0,85.0,0.9
20200419,56.0,77.0,16.0,34.0,113.0,1.0
20200419,57.0,78.0,12.0,35.0,115.0,0.9
20200419,60.0,71.0,11.0,24.0,139.0,0.7
20200419,86.0,99.0,12.0,25.0,121.0,0.8
20200419,86.0,105.0,12.0,31.0,92.0,0.8
20200419,99.0,119.0,11.0,38.0,78.0,0.9
20200419,76.0,103.0,10.0,50.0,62.0,0.9
20200419,49.0,69.0,8.0,36.0,83.0,0.7
20200419,91.0,115.0,15.0,72.0,37.0,0.9
20200419,105.0,162.0,18.0,93.0,22.0,1.1
20200419,97.0,122.0,13.0,74.0,49.0,0.9
20200419,75.0,100.0,11.0,58.0,76.0,0.9
20200419,52.0,60.0,9.0,29.0,125.0,0.7
20200419,48.0,77.0,7.0,20.0,136.0,0.7
20200419,46.0,45.0,6.0,30.0,133.0,0.6
20200419,50.0,72.0,6.0,27.0,148.0,0.6
20200419,51.0,75.0,7.0,33.0,151.0,0.7
20200419,54.0,86.0,9.0,33.0,151.0,0.9
20200419,70.0,79.0,11.0,26.0,162.0,1.0
20200419,81.0,103.0,13.0,26.0,165.0,0.9
20200419,83.0,116.0,13.0,27.0,160.0,1.0
20200419,96.0,107.0,12.0,29.0,148.0,0.9
20200419,79.0,77.0,10.0,28.0,115.0,0.8
20200419,48.0,43.0,9.0,26.0,97.0,0.7
20200420,26.0,38.0,5.0,12.0,69.0,0.4
20200420,16.0,30.0,5.0,14.0,62.0,0.3
20200420,12.0,29.0,5.0,12.0,61.0,0.3
20200420,12.0,30.0,4.0,10.0,66.0,0.3
20200420,11.0,24.0,4.0,8.0,78.0,0.3
20200420,11.0,25.0,4.0,8.0,79.0,0.3
20200420,7.0,16.0,4.0,10.0,76.0,0.3
20200420,12.0,20.0,4.0,14.0,67.0,0.3
20200420,10.0,25.0,4.0,13.0,65.0,0.3
20200420,7.0,31.0,3.0,9.0,71.0,0.3
20200420,9.0,21.0,3.0,6.0,77.0,0.3
20200420,7.0,31.0,4.0,5.0,81.0,0.3
20200420,6.0,38.0,4.0,5.0,85.0,0.3
20200420,14.0,39.0,4.0,7.0,86.0,0.3
20200420,10.0,38.0,4.0,5.0,90.0,0.3
20200420,8.0,37.0,4.0,2.0,98.0,0.3
20200420,8.0,29.0,4.0,3.0,91.0,0.3
20200420,15.0,25.0,3.0,2.0,87.0,0.3
20200420,14.0,31.0,3.0,5.0,83.0,0.3
20200420,17.0,30.0,4.0,9.0,83.0,0.3
20200420,20.0,33.0,3.0,12.0,81.0,0.4
20200420,17.0,33.0,4.0,7.0,82.0,0.4
20200420,15.0,32.0,4.0,4.0,83.0,0.3
20200420,10.0,29.0,4.0,5.0,77.0,0.3
20200421,8.0,27.0,4.0,7.0,71.0,0.3
20200421,16.0,24.0,5.0,13.0,63.0,0.4
20200421,10.0,29.0,6.0,24.0,50.0,0.4
20200421,10.0,25.0,8.0,13.0,64.0,0.3
20200421,9.0,24.0,3.0,6.0,72.0,0.3
20200421,10.0,25.0,3.0,6.0,71.0,0.3
20200421,11.0,18.0,5.0,14.0,61.0,0.3
20200421,14.0,23.0,4.0,16.0,58.0,0.4
20200421,16.0,19.0,10.0,11.0,64.0,0.4
20200421,9.0,22.0,3.0,4.0,74.0,0.3
20200421,12.0,20.0,,2.0,79.0,0.3
20200421,9.0,24.0,3.0,,81.0,0.3
20200421,9.0,14.0,3.0,,,0.3
20200421,,,3.0,2.0,85.0,
20200421,10.0,33.0,3.0,2.0,81.0,0.3
20200421,8.0,27.0,3.0,2.0,83.0,0.3
20200421,6.0,29.0,3.0,2.0,85.0,0.3
20200421,5.0,34.0,3.0,1.0,84.0,0.3
20200421,9.0,52.0,3.0,3.0,79.0,0.3
20200421,18.0,78.0,3.0,5.0,78.0,0.3
20200421,18.0,61.0,3.0,8.0,72.0,0.3
20200421,15.0,65.0,5.0,11.0,67.0,0.4
20200421,14.0,59.0,3.0,6.0,72.0,0.3
20200421,11.0,48.0,3.0,2.0,77.0,0.3
20200422,14.0,41.0,2.0,2.0,76.0,0.3
20200422,13.0,37.0,3.0,2.0,72.0,0.3
20200422,13.0,27.0,3.0,2.0,74.0,0.3
20200422,8.0,25.0,4.0,5.0,67.0,0.3
20200422,13.0,27.0,10.0,14.0,53.0,0.3
20200422,11.0,25.0,4.0,13.0,52.0,0.3
