date,CO,PM10,SO2,NO2,O3,PM2.5
20200101,1.5,77.0,24.0,57.0,9.0,54.0
20200101,1.3,84.0,21.0,56.0,8.0,51.0
20200101,1.5,97.0,24.0,58.0,8.0,55.0
20200101,1.6,107.0,29.0,62.0,9.0,60.0
20200101,1.5,109.0,26.0,60.0,9.0,59.0
20200101,1.6,122.0,30.0,58.0,9.0,61.0
20200101,1.7,124.0,38.0,62.0,10.0,68.0
20200101,2.1,133.0,46.0,64.0,11.0,91.0
20200101,2.6,160.0,43.0,67.0,12.0,97.0
20200101,2.4,141.0,36.0,69.0,12.0,83.0
20200101,2.5,161.0,36.0,77.0,12.0,105.0
20200101,2.9,162.0,59.0,76.0,12.0,87.0
20200101,3.1,143.0,58.0,67.0,15.0,71.0
20200101,2.1,126.0,35.0,64.0,18.0,59.0
20200101,1.5,107.0,28.0,63.0,20.0,60.0
20200101,1.2,105.0,24.0,61.0,20.0,53.0
20200101,1.3,108.0,25.0,62.0,17.0,55.0
20200101,1.2,99.0,23.0,67.0,13.0,62.0
20200101,1.4,115.0,25.0,74.0,9.0,58.0
20200101,1.5,131.0,30.0,77.0,8.0,79.0
20200101,2.2,166.0,44.0,85.0,11.0,107.0
20200101,2.5,186.0,47.0,93.0,12.0,134.0
20200101,2.6,181.0,45.0,96.0,12.0,120.0
20200101,2.4,172.0,40.0,94.0,11.0,122.0
20200102,3.3,168.0,44.0,90.0,10.0,135.0
20200102,2.6,179.0,43.0,92.0,9.0,118.0
20200102,3.6,197.0,44.0,90.0,11.0,148.0
20200102,4.3,257.0,48.0,87.0,13.0,162.0
20200102,4.1,231.0,50.0,89.0,12.0,145.0
20200102,4.1,233.0,56.0,95.0,11.0,149.0
20200102,4.4,238.0,58.0,93.0,11.0,140.0
20200102,3.5,230.0,58.0,91.0,13.0,145.0
20200102,2.6,170.0,44.0,76.0,11.0,115.0
20200102,2.5,170.0,39.0,75.0,12.0,97.0
20200102,2.0,145.0,33.0,69.0,12.0,97.0
20200102,1.4,124.0,22.0,54.0,18.0,80.0
20200102,1.2,129.0,20.0,55.0,23.0,58.0
20200102,1.2,101.0,18.0,51.0,27.0,59.0
20200102,1.0,76.0,16.0,50.0,26.0,53.0
20200102,0.9,81.0,14.0,51.0,23.0,44.0
20200102,1.0,95.0,14.0,60.0,14.0,46.0
20200102,1.2,114.0,19.0,62.0,10.0,54.0
20200102,1.4,122.0,22.0,68.0,9.0,62.0
20200102,1.4,117.0,24.0,66.0,8.0,78.0
20200102,1.6,127.0,26.0,67.0,9.0,76.0
20200102,1.3,107.0,24.0,65.0,8.0,60.0
20200102,2.4,138.0,33.0,69.0,10.0,97.0
20200102,3.5,172.0,48.0,74.0,11.0,122.0
20200103,2.9,158.0,41.0,74.0,9.0,109.0
20200103,3.0,133.0,31.0,70.0,9.0,97.0
20200103,3.8,174.0,40.0,80.0,10.0,100.0
20200103,2.7,161.0,36.0,84.0,10.0,98.0
20200103,3.1,171.0,36.0,80.0,10.0,110.0
20200103,2.7,171.0,35.0,78.0,10.0,122.0
20200103,3.2,204.0,43.0,86.0,11.0,122.0
20200103,3.9,275.0,50.0,117.0,12.0,180.0
20200103,5.0,320.0,60.0,164.0,14.0,200.0
20200103,5.0,300.0,54.0,125.0,13.0,204.0
20200103,4.4,294.0,56.0,106.0,12.0,181.0
20200103,3.8,251.0,49.0,100.0,12.0,173.0
20200103,2.4,175.0,27.0,80.0,15.0,101.0
20200103,1.3,93.0,16.0,62.0,24.0,47.0
20200103,1.3,103.0,16.0,71.0,20.0,54.0
20200103,1.3,105.0,16.0,78.0,17.0,56.0
20200103,1.2,107.0,16.0,83.0,15.0,55.0
20200103,1.6,140.0,24.0,91.0,10.0,81.0
20200103,1.8,156.0,25.0,95.0,11.0,97.0
20200103,1.8,163.0,25.0,92.0,9.0,111.0
20200103,2.1,177.0,31.0,96.0,10.0,121.0
20200103,2.6,194.0,48.0,101.0,11.0,131.0
20200103,2.5,175.0,40.0,99.0,11.0,126.0
20200103,2.4,186.0,35.0,92.0,10.0,97.0
20200104,2.3,175.0,30.0,91.0,8.0,116.0
20200104,2.6,187.0,36.0,93.0,8.0,115.0
20200104,2.6,191.0,34.0,94.0,8.0,126.0
20200104,2.7,189.0,30.0,97.0,8.0,118.0
20200104,2.8,220.0,34.0,98.0,8.0,147.0
20200104,2.7,210.0,32.0,98.0,8.0,135.0
20200104,2.8,218.0,33.0,101.0,9.0,137.0
20200104,2.5,188.0,30.0,95.0,10.0,135.0
20200104,3.2,231.0,38.0,95.0,11.0,162.0
20200104,3.8,251.0,44.0,102.0,12.0,175.0
20200104,4.3,251.0,50.0,105.0,12.0,152.0
20200104,2.3,96.0,29.0,67.0,18.0,55.0
20200104,2.0,70.0,26.0,54.0,31.0,41.0
20200104,1.6,57.0,33.0,43.0,43.0,23.0
20200104,2.1,54.0,40.0,48.0,43.0,24.0
20200104,0.9,49.0,17.0,28.0,59.0,18.0
20200104,0.8,43.0,13.0,38.0,52.0,24.0
20200104,0.9,52.0,14.0,56.0,30.0,32.0
20200104,0.8,77.0,16.0,58.0,26.0,45.0
20200104,0.8,104.0,17.0,62.0,20.0,51.0
20200104,0.7,61.0,18.0,50.0,31.0,50.0
20200104,0.6,61.0,16.0,38.0,40.0,44.0
20200104,0.7,60.0,20.0,44.0,33.0,43.0
20200104,2.1,95.0,37.0,57.0,20.0,45.0
20200105,6.3,117.0,32.0,72.0,8.0,54.0
20200105,3.4,98.0,29.0,75.0,6.0,50.0
20200105,3.4,98.0,50.0,74.0,6.0,56.0
20200105,3.5,123.0,84.0,72.0,8.0,59.0
20200105,3.6,131.0,77.0,69.0,8.0,64.0
20200105,4.2,120.0,78.0,71.0,8.0,61.0
20200105,4.9,120.0,83.0,72.0,8.0,80.0
20200105,5.5,139.0,87.0,72.0,8.0,81.0
20200105,6.9,157.0,113.0,77.0,9.0,97.0
20200105,8.1,190.0,136.0,82.0,10.0,94.0
20200105,8.5,184.0,139.0,84.0,11.0,103.0
20200105,5.7,170.0,107.0,80.0,14.0,84.0
20200105,3.4,132.0,70.0,69.0,18.0,67.0
20200105,2.1,95.0,50.0,56.0,28.0,59.0
20200105,1.3,92.0,32.0,51.0,29.0,56.0
20200105,1.2,106.0,34.0,52.0,29.0,47.0
20200105,1.2,116.0,38.0,62.0,20.0,47.0
20200105,1.3,99.0,32.0,67.0,15.0,47.0
20200105,1.4,105.0,26.0,71.0,10.0,53.0
20200105,1.6,101.0,27.0,67.0,11.0,55.0
20200105,1.4,97.0,43.0,70.0,8.0,55.0
20200105,1.4,97.0,31.0,68.0,7.0,57.0
20200105,0.8,70.0,20.0,44.0,25.0,51.0
20200105,0.6,54.0,14.0,25.0,43.0,42.0
20200106,0.6,40.0,12.0,14.0,51.0,35.0
20200106,1.1,52.0,14.0,31.0,31.0,36.0
20200106,1.3,79.0,16.0,54.0,13.0,45.0
20200106,1.9,95.0,16.0,59.0,7.0,54.0
20200106,2.4,95.0,23.0,66.0,6.0,63.0
20200106,2.2,95.0,25.0,60.0,7.0,62.0
20200106,2.5,75.0,26.0,60.0,6.0,60.0
20200106,3.4,90.0,28.0,60.0,5.0,64.0
20200106,3.3,93.0,28.0,61.0,6.0,66.0
20200106,3.7,100.0,35.0,61.0,7.0,92.0
20200106,4.1,118.0,36.0,66.0,8.0,94.0
20200106,4.0,151.0,30.0,73.0,8.0,105.0
20200106,3.8,150.0,27.0,74.0,11.0,129.0
20200106,3.4,131.0,28.0,67.0,19.0,120.0
20200106,3.1,124.0,38.0,58.0,30.0,103.0
20200106,2.9,117.0,33.0,63.0,29.0,108.0
20200106,2.6,129.0,25.0,62.0,27.0,107.0
20200106,2.0,107.0,20.0,65.0,18.0,98.0
20200106,1.7,119.0,14.0,70.0,10.0,110.0
20200106,1.7,112.0,16.0,67.0,9.0,100.0
20200106,1.4,102.0,16.0,66.0,7.0,87.0
20200106,1.4,115.0,16.0,62.0,7.0,108.0
20200106,1.6,103.0,15.0,63.0,6.0,89.0
20200106,2.2,118.0,25.0,61.0,7.0,105.0
20200107,2.7,123.0,24.0,62.0,7.0,100.0
20200107,4.0,127.0,41.0,62.0,6.0,112.0
20200107,6.6,149.0,41.0,62.0,6.0,117.0
20200107,5.3,125.0,49.0,62.0,6.0,89.0
20200107,4.5,126.0,55.0,61.0,6.0,110.0
20200107,4.3,104.0,48.0,60.0,6.0,88.0
20200107,1.9,58.0,30.0,50.0,14.0,46.0
20200107,1.5,56.0,25.0,48.0,16.0,47.0
20200107,1.7,46.0,33.0,45.0,28.0,37.0
20200107,2.1,47.0,37.0,44.0,31.0,35.0
20200107,0.9,39.0,25.0,36.0,40.0,29.0
20200107,0.7,35.0,14.0,18.0,51.0,27.0
20200107,0.6,32.0,14.0,24.0,47.0,24.0
20200107,0.5,28.0,12.0,15.0,62.0,21.0
20200107,0.6,23.0,11.0,13.0,66.0,17.0
20200107,0.5,20.0,9.0,12.0,67.0,12.0
20200107,0.6,28.0,9.0,28.0,48.0,14.0
20200107,0.7,40.0,11.0,45.0,30.0,14.0
20200107,1.1,39.0,18.0,62.0,13.0,20.0
20200107,1.0,50.0,19.0,58.0,15.0,34.0
20200107,1.2,75.0,23.0,62.0,10.0,44.0
20200107,1.1,59.0,16.0,62.0,9.0,44.0
20200107,1.2,65.0,18.0,61.0,8.0,44.0
20200107,1.3,65.0,22.0,62.0,8.0,44.0
20200108,1.4,76.0,27.0,62.0,8.0,44.0
20200108,1.5,80.0,26.0,61.0,8.0,44.0
20200108,1.2,62.0,20.0,59.0,9.0,44.0
20200108,0.9,57.0,12.0,57.0,10.0,44.0
20200108,0.8,65.0,11.0,56.0,11.0,44.0
20200108,0.6,47.0,10.0,39.0,27.0,44.0
20200108,0.6,36.0,10.0,47.0,18.0,44.0
20200108,0.9,44.0,18.0,55.0,9.0,44.0
20200108,0.9,51.0,18.0,57.0,10.0,44.0
20200108,0.9,45.0,17.0,55.0,16.0,44.0
20200108,0.9,43.0,16.0,49.0,26.0,46.0
20200108,0.9,44.0,16.0,44.0,34.0,48.0
20200108,0.7,33.0,22.0,23.0,58.0,35.0
20200108,0.5,27.0,15.0,18.0,64.0,28.0
20200108,0.4,21.0,9.0,12.0,72.0,17.0
20200108,0.4,22.0,8.0,12.0,71.0,13.0
20200108,0.4,26.0,6.0,10.0,73.0,15.0
20200108,0.4,29.0,6.0,18.0,59.0,19.0
20200108,0.8,45.0,13.0,61.0,17.0,24.0
20200108,0.8,55.0,11.0,68.0,9.0,30.0
20200108,0.8,59.0,13.0,71.0,8.0,31.0
20200108,1.2,65.0,16.0,70.0,9.0,35.0
20200108,1.6,85.0,28.0,69.0,10.0,48.0
20200108,1.5,97.0,26.0,67.0,9.0,57.0
20200109,1.9,87.0,29.0,65.0,9.0,57.0
20200109,1.9,108.0,33.0,64.0,9.0,61.0
20200109,1.7,86.0,35.0,64.0,8.0,54.0
20200109,1.5,74.0,28.0,62.0,8.0,55.0
20200109,1.5,83.0,28.0,60.0,8.0,59.0
20200109,2.1,98.0,30.0,60.0,10.0,61.0
20200109,2.4,133.0,30.0,65.0,10.0,94.0
20200109,2.9,158.0,35.0,67.0,11.0,93.0
20200109,4.5,193.0,35.0,78.0,12.0,98.0
20200109,4.4,165.0,39.0,86.0,10.0,86.0
20200109,2.9,143.0,53.0,86.0,17.0,74.0
20200109,3.3,128.0,58.0,78.0,17.0,71.0
20200109,5.0,109.0,84.0,81.0,23.0,62.0
20200109,5.0,100.0,80.0,79.0,30.0,63.0
20200109,3.4,69.0,58.0,65.0,38.0,53.0
20200109,2.0,68.0,35.0,55.0,40.0,45.0
20200109,1.2,63.0,22.0,53.0,37.0,43.0
20200109,0.7,55.0,10.0,60.0,23.0,41.0
20200109,0.8,58.0,12.0,73.0,12.0,43.0
20200109,1.1,81.0,15.0,79.0,8.0,45.0
20200109,1.4,100.0,23.0,83.0,9.0,80.0
20200109,1.4,94.0,21.0,87.0,8.0,82.0
20200109,1.8,119.0,25.0,96.0,7.0,83.0
20200109,2.3,144.0,25.0,104.0,8.0,116.0
20200110,2.7,163.0,31.0,100.0,8.0,122.0
20200110,2.1,155.0,30.0,96.0,8.0,103.0
20200110,1.9,155.0,29.0,98.0,8.0,120.0
20200110,2.3,150.0,32.0,95.0,8.0,111.0
20200110,2.6,162.0,30.0,95.0,9.0,100.0
20200110,2.3,114.0,26.0,90.0,8.0,101.0
20200110,2.2,152.0,22.0,86.0,8.0,106.0
20200110,2.1,146.0,30.0,86.0,8.0,101.0
20200110,2.2,156.0,30.0,91.0,9.0,106.0
20200110,2.2,162.0,25.0,90.0,9.0,116.0
20200110,2.1,151.0,33.0,94.0,10.0,112.0
20200110,2.2,144.0,32.0,88.0,14.0,106.0
20200110,2.3,122.0,34.0,81.0,19.0,88.0
20200110,1.8,110.0,30.0,71.0,28.0,78.0
20200110,1.7,82.0,22.0,72.0,32.0,75.0
20200110,1.4,78.0,19.0,51.0,47.0,49.0
20200110,0.8,54.0,12.0,30.0,59.0,41.0
20200110,0.6,50.0,11.0,30.0,54.0,37.0
20200110,0.8,48.0,14.0,56.0,24.0,39.0
20200110,1.0,76.0,20.0,65.0,16.0,43.0
20200110,0.9,63.0,21.0,55.0,21.0,37.0
20200110,1.1,63.0,20.0,64.0,11.0,48.0
20200110,1.3,88.0,21.0,67.0,8.0,51.0
20200110,1.3,84.0,21.0,68.0,8.0,52.0
20200111,1.6,98.0,24.0,68.0,8.0,50.0
20200111,1.0,54.0,16.0,53.0,23.0,37.0
20200111,0.6,48.0,10.0,17.0,56.0,28.0
20200111,0.5,36.0,10.0,15.0,58.0,20.0
20200111,0.6,35.0,13.0,16.0,58.0,17.0
20200111,0.8,28.0,13.0,14.0,59.0,12.0
20200111,0.9,28.0,11.0,16.0,56.0,20.0
20200111,1.8,40.0,16.0,35.0,37.0,19.0
20200111,1.8,43.0,17.0,44.0,29.0,25.0
20200111,2.8,52.0,36.0,58.0,18.0,24.0
20200111,3.2,45.0,30.0,53.0,24.0,26.0
20200111,2.6,49.0,48.0,45.0,35.0,30.0
20200111,1.7,46.0,33.0,39.0,41.0,29.0
20200111,1.6,49.0,31.0,40.0,40.0,30.0
20200111,1.8,52.0,38.0,47.0,33.0,28.0
20200111,1.6,55.0,32.0,39.0,42.0,25.0
20200111,1.4,54.0,28.0,38.0,41.0,35.0
20200111,1.3,53.0,28.0,39.0,39.0,33.0
20200111,1.2,48.0,23.0,44.0,33.0,34.0
20200111,1.4,77.0,27.0,60.0,19.0,41.0
20200111,1.4,75.0,29.0,64.0,14.0,50.0
20200111,1.6,93.0,32.0,67.0,10.0,51.0
20200111,1.7,100.0,33.0,67.0,10.0,54.0
20200111,1.6,94.0,34.0,68.0,9.0,59.0
20200112,1.1,55.0,28.0,62.0,12.0,49.0
20200112,1.2,76.0,22.0,61.0,11.0,43.0
20200112,0.8,36.0,16.0,49.0,20.0,40.0
20200112,0.8,36.0,15.0,51.0,19.0,34.0
20200112,1.3,76.0,24.0,66.0,8.0,49.0
20200112,2.1,135.0,31.0,65.0,9.0,80.0
20200112,2.7,148.0,32.0,62.0,10.0,83.0
20200112,2.3,100.0,31.0,64.0,8.0,52.0
20200112,1.6,98.0,47.0,60.0,8.0,45.0
20200112,2.6,106.0,53.0,57.0,11.0,47.0
20200112,3.6,126.0,59.0,59.0,13.0,56.0
20200112,2.7,95.0,58.0,56.0,20.0,53.0
20200112,2.7,99.0,57.0,57.0,24.0,49.0
20200112,2.1,78.0,47.0,49.0,34.0,43.0
20200112,1.9,69.0,38.0,48.0,37.0,40.0
20200112,1.7,70.0,32.0,51.0,34.0,44.0
20200112,1.9,81.0,32.0,53.0,33.0,52.0
20200112,2.1,92.0,34.0,57.0,27.0,52.0
20200112,1.9,93.0,30.0,66.0,15.0,56.0
20200112,2.2,131.0,31.0,72.0,9.0,77.0
20200112,2.4,138.0,39.0,76.0,10.0,89.0
20200112,2.8,140.0,41.0,76.0,10.0,85.0
20200112,2.6,101.0,36.0,73.0,9.0,63.0
20200112,1.9,95.0,33.0,71.0,8.0,63.0
20200113,2.1,107.0,35.0,71.0,10.0,81.0
20200113,2.3,112.0,34.0,70.0,10.0,89.0
20200113,2.8,153.0,39.0,72.0,9.0,90.0
20200113,3.3,162.0,38.0,72.0,10.0,102.0
20200113,3.7,196.0,38.0,78.0,10.0,114.0
20200113,3.9,192.0,34.0,69.0,9.0,120.0
20200113,2.8,132.0,28.0,62.0,9.0,79.0
20200113,2.4,121.0,27.0,63.0,9.0,58.0
20200113,2.5,120.0,30.0,63.0,10.0,86.0
20200113,3.0,165.0,35.0,67.0,13.0,104.0
20200113,1.4,57.0,28.0,58.0,17.0,34.0
20200113,1.4,82.0,22.0,57.0,19.0,39.0
20200113,1.0,45.0,18.0,42.0,34.0,32.0
20200113,1.0,41.0,17.0,28.0,47.0,27.0
20200113,1.4,31.0,22.0,21.0,57.0,29.0
20200113,1.8,35.0,27.0,25.0,56.0,32.0
20200113,1.5,47.0,24.0,28.0,52.0,26.0
20200113,1.3,50.0,20.0,34.0,45.0,27.0
20200113,1.1,83.0,18.0,57.0,19.0,44.0
20200113,1.2,92.0,20.0,67.0,11.0,58.0
20200113,1.0,59.0,16.0,57.0,18.0,53.0
20200113,0.9,55.0,18.0,54.0,19.0,43.0
20200113,1.5,86.0,28.0,64.0,11.0,52.0
20200113,1.4,49.0,22.0,63.0,11.0,42.0
20200114,1.9,44.0,28.0,56.0,20.0,34.0
20200114,2.9,57.0,44.0,61.0,12.0,32.0
20200114,2.0,105.0,39.0,64.0,8.0,49.0
20200114,2.1,104.0,47.0,64.0,7.0,50.0
20200114,3.9,109.0,64.0,67.0,8.0,55.0
20200114,3.0,123.0,65.0,64.0,8.0,54.0
20200114,3.0,124.0,49.0,62.0,8.0,62.0
20200114,5.4,164.0,60.0,62.0,7.0,58.0
20200114,5.0,119.0,67.0,60.0,9.0,64.0
20200114,5.5,209.0,61.0,67.0,12.0,117.0
20200114,5.8,134.0,94.0,63.0,13.0,84.0
20200114,4.1,110.0,75.0,56.0,24.0,56.0
20200114,3.5,122.0,55.0,50.0,32.0,70.0
20200114,2.8,135.0,43.0,41.0,39.0,84.0
20200114,3.3,108.0,52.0,50.0,41.0,58.0
20200114,2.6,102.0,43.0,47.0,43.0,59.0
20200114,1.8,69.0,31.0,39.0,49.0,53.0
20200114,1.8,85.0,28.0,50.0,37.0,51.0
20200114,2.2,98.0,34.0,73.0,17.0,56.0
20200114,2.0,108.0,36.0,79.0,11.0,87.0
20200114,2.3,129.0,35.0,81.0,10.0,92.0
20200114,2.2,126.0,37.0,78.0,9.0,73.0
20200114,1.7,108.0,30.0,73.0,8.0,74.0
20200114,1.6,84.0,23.0,72.0,8.0,60.0
20200115,2.2,106.0,27.0,73.0,8.0,65.0
20200115,2.4,112.0,27.0,72.0,8.0,68.0
20200115,3.3,135.0,30.0,72.0,10.0,92.0
20200115,3.3,143.0,31.0,74.0,9.0,104.0
20200115,2.8,136.0,28.0,78.0,9.0,88.0
20200115,2.4,144.0,25.0,74.0,9.0,92.0
20200115,3.0,152.0,24.0,70.0,9.0,104.0
20200115,3.9,174.0,26.0,68.0,12.0,123.0
20200115,4.3,193.0,28.0,77.0,12.0,117.0
20200115,4.2,183.0,31.0,85.0,12.0,146.0
20200115,2.7,154.0,28.0,87.0,12.0,97.0
20200115,1.2,69.0,16.0,59.0,24.0,44.0
20200115,1.0,65.0,12.0,50.0,33.0,44.0
20200115,1.1,101.0,12.0,50.0,40.0,55.0
20200115,1.1,107.0,10.0,39.0,52.0,78.0
20200115,1.0,107.0,8.0,38.0,56.0,88.0
20200115,1.0,101.0,9.0,46.0,47.0,94.0
20200115,1.1,114.0,11.0,57.0,36.0,87.0
20200115,1.5,158.0,19.0,82.0,12.0,94.0
20200115,2.0,191.0,28.0,88.0,11.0,134.0
20200115,2.0,178.0,36.0,84.0,11.0,123.0
20200115,2.0,192.0,34.0,85.0,10.0,111.0
20200115,2.1,155.0,29.0,87.0,10.0,132.0
20200115,2.0,186.0,19.0,86.0,9.0,127.0
20200116,1.9,185.0,17.0,86.0,8.0,134.0
20200116,1.8,197.0,14.0,89.0,8.0,156.0
20200116,2.0,227.0,14.0,88.0,9.0,197.0
20200116,2.1,247.0,16.0,87.0,9.0,201.0
20200116,2.0,214.0,17.0,88.0,8.0,189.0
20200116,2.0,154.0,19.0,85.0,8.0,126.0
20200116,2.9,158.0,35.0,82.0,9.0,125.0
20200116,4.9,182.0,63.0,80.0,10.0,113.0
20200116,6.4,181.0,89.0,74.0,10.0,107.0
20200116,6.5,183.0,78.0,76.0,11.0,98.0
20200116,4.2,144.0,67.0,68.0,16.0,108.0
20200116,3.7,115.0,53.0,59.0,25.0,76.0
20200116,2.7,121.0,40.0,50.0,37.0,64.0
20200116,1.6,105.0,28.0,40.0,45.0,67.0
20200116,1.2,96.0,19.0,31.0,56.0,64.0
20200116,1.2,76.0,18.0,30.0,55.0,60.0
20200116,1.1,103.0,16.0,30.0,52.0,64.0
20200116,1.1,98.0,15.0,36.0,45.0,58.0
20200116,0.9,90.0,14.0,36.0,45.0,61.0
20200116,1.0,85.0,16.0,52.0,29.0,62.0
20200116,1.1,103.0,20.0,65.0,19.0,85.0
20200116,1.1,90.0,16.0,56.0,26.0,45.0
20200116,1.0,71.0,14.0,48.0,34.0,41.0
20200116,1.3,77.0,26.0,64.0,20.0,42.0
20200117,1.7,83.0,65.0,67.0,17.0,44.0
20200117,1.6,71.0,43.0,60.0,21.0,40.0
20200117,1.4,67.0,26.0,71.0,10.0,41.0
20200117,1.4,71.0,22.0,71.0,9.0,46.0
20200117,1.0,69.0,17.0,64.0,13.0,43.0
20200117,1.7,100.0,18.0,66.0,9.0,43.0
20200117,1.9,92.0,18.0,65.0,8.0,54.0
20200117,1.5,82.0,16.0,67.0,8.0,50.0
20200117,2.7,140.0,26.0,74.0,10.0,88.0
20200117,2.5,136.0,28.0,85.0,10.0,86.0
20200117,2.1,136.0,27.0,84.0,9.0,80.0
20200117,1.3,113.0,19.0,65.0,15.0,61.0
20200117,1.6,127.0,21.0,62.0,20.0,93.0
20200117,1.7,167.0,19.0,69.0,26.0,103.0
20200117,1.7,154.0,19.0,68.0,33.0,110.0
20200117,1.5,123.0,16.0,59.0,42.0,76.0
20200117,1.6,130.0,16.0,65.0,35.0,95.0
20200117,1.6,116.0,16.0,65.0,33.0,91.0
20200117,2.0,159.0,21.0,89.0,12.0,118.0
20200117,2.0,184.0,20.0,90.0,10.0,130.0
20200117,2.4,181.0,26.0,91.0,10.0,152.0
20200117,2.3,176.0,22.0,90.0,10.0,124.0
20200117,2.5,161.0,26.0,88.0,10.0,126.0
20200117,2.0,161.0,18.0,85.0,10.0,117.0
20200118,2.5,204.0,17.0,84.0,10.0,150.0
20200118,2.7,258.0,15.0,85.0,9.0,189.0
20200118,2.8,280.0,13.0,85.0,9.0,222.0
20200118,2.9,306.0,11.0,86.0,10.0,234.0
20200118,2.8,306.0,8.0,90.0,8.0,245.0
20200118,3.1,349.0,6.0,88.0,8.0,263.0
20200118,3.4,374.0,5.0,82.0,8.0,264.0
20200118,3.6,362.0,5.0,79.0,8.0,253.0
20200118,3.9,369.0,4.0,77.0,9.0,276.0
20200118,3.9,362.0,5.0,77.0,10.0,275.0
20200118,3.8,376.0,5.0,72.0,12.0,270.0
20200118,3.8,346.0,4.0,64.0,15.0,256.0
20200118,3.7,341.0,4.0,60.0,20.0,267.0
20200118,3.6,324.0,5.0,63.0,23.0,265.0
20200118,3.3,291.0,5.0,60.0,29.0,246.0
20200118,2.9,278.0,5.0,54.0,34.0,216.0
20200118,2.7,255.0,5.0,56.0,30.0,219.0
20200118,2.7,293.0,5.0,65.0,21.0,244.0
20200118,3.0,301.0,5.0,71.0,12.0,250.0
20200118,3.4,319.0,5.0,71.0,8.0,256.0
20200118,2.8,305.0,6.0,64.0,8.0,243.0
20200118,2.7,285.0,5.0,61.0,8.0,216.0
20200118,2.6,291.0,4.0,60.0,8.0,203.0
20200118,2.6,285.0,3.0,54.0,10.0,189.0
20200119,2.9,287.0,4.0,62.0,8.0,194.0
20200119,3.0,294.0,5.0,62.0,8.0,201.0
20200119,3.0,271.0,4.0,65.0,8.0,184.0
20200119,2.8,250.0,5.0,68.0,8.0,198.0
20200119,2.1,174.0,6.0,67.0,10.0,133.0
20200119,1.4,123.0,4.0,56.0,17.0,95.0
20200119,1.0,97.0,4.0,44.0,25.0,63.0
20200119,0.8,76.0,5.0,36.0,31.0,47.0
20200119,0.8,83.0,8.0,46.0,26.0,42.0
20200119,0.9,82.0,6.0,43.0,29.0,38.0
20200119,0.9,77.0,8.0,35.0,40.0,35.0
20200119,0.7,104.0,6.0,22.0,60.0,42.0
20200119,0.6,63.0,6.0,13.0,68.0,31.0
20200119,0.5,76.0,4.0,8.0,75.0,17.0
20200119,0.5,68.0,4.0,9.0,75.0,15.0
20200119,0.6,84.0,5.0,16.0,69.0,25.0
20200119,0.8,101.0,4.0,27.0,60.0,31.0
20200119,0.9,109.0,5.0,35.0,57.0,39.0
20200119,1.1,113.0,6.0,40.0,52.0,48.0
20200119,1.4,125.0,13.0,64.0,27.0,74.0
20200119,1.6,175.0,14.0,82.0,14.0,106.0
20200119,1.5,157.0,14.0,73.0,13.0,89.0
20200119,1.4,156.0,14.0,69.0,16.0,98.0
20200119,1.5,171.0,14.0,68.0,14.0,108.0
20200120,1.5,137.0,14.0,63.0,14.0,75.0
20200120,1.2,115.0,7.0,48.0,21.0,65.0
20200120,1.1,79.0,7.0,42.0,25.0,57.0
20200120,1.1,98.0,10.0,39.0,24.0,47.0
20200120,0.9,72.0,8.0,32.0,30.0,41.0
20200120,0.7,65.0,8.0,23.0,38.0,37.0
20200120,0.7,62.0,7.0,25.0,34.0,25.0
20200120,0.7,61.0,10.0,43.0,17.0,31.0
20200120,0.8,63.0,9.0,46.0,19.0,24.0
20200120,1.1,68.0,20.0,46.0,23.0,27.0
20200120,1.0,67.0,14.0,40.0,33.0,27.0
20200120,0.9,49.0,9.0,20.0,55.0,15.0
20200120,0.5,36.0,4.0,11.0,67.0,13.0
20200120,0.5,20.0,4.0,8.0,70.0,14.0
20200120,0.4,12.0,4.0,4.0,75.0,10.0
20200120,0.4,14.0,3.0,5.0,76.0,11.0
20200120,0.5,22.0,3.0,5.0,75.0,16.0
20200120,0.5,25.0,4.0,12.0,68.0,21.0
20200120,0.7,44.0,7.0,38.0,40.0,24.0
20200120,0.8,55.0,8.0,62.0,18.0,27.0
20200120,0.8,60.0,9.0,69.0,13.0,38.0
20200120,0.9,82.0,10.0,68.0,13.0,49.0
20200120,1.4,150.0,20.0,75.0,15.0,119.0
20200120,1.1,102.0,13.0,70.0,9.0,54.0
20200121,0.8,51.0,7.0,66.0,7.0,47.0
20200121,0.6,45.0,8.0,61.0,11.0,31.0
20200121,0.6,41.0,6.0,57.0,12.0,24.0
20200121,0.5,34.0,5.0,60.0,11.0,21.0
20200121,0.6,35.0,5.0,58.0,12.0,13.0
20200121,0.6,35.0,11.0,36.0,28.0,15.0
20200121,0.8,38.0,15.0,31.0,28.0,16.0
20200121,1.1,41.0,13.0,50.0,12.0,24.0
20200121,1.8,56.0,13.0,60.0,8.0,30.0
20200121,2.5,128.0,18.0,64.0,11.0,50.0
20200121,1.2,38.0,12.0,42.0,23.0,40.0
20200121,1.0,41.0,20.0,34.0,37.0,30.0
20200121,1.0,37.0,20.0,34.0,40.0,21.0
20200121,1.0,43.0,19.0,34.0,41.0,22.0
20200121,1.0,49.0,16.0,31.0,50.0,24.0
20200121,1.0,51.0,14.0,28.0,58.0,33.0
20200121,1.0,51.0,14.0,31.0,58.0,33.0
20200121,1.0,86.0,15.0,44.0,44.0,46.0
20200121,1.3,97.0,16.0,50.0,32.0,75.0
